criteria_prescribing_txt_id,parameter_prescribing_txt_id,pt_position,schedule_code
"12172","12171","1","4535"
"12174","12173","1","4535"
"12178","12177","1","4535"
"12180","12179","1","4535"
"12183","12182","1","4535"
"12185","12184","1","4535"
"12187","12184","1","4535"
"12187","12179","2","4535"
"12201","12200","1","4535"
"12233","12227","1","4535"
"12233","12232","2","4535"
"12247","12246","1","4535"
"12256","11257","1","4535"
"12256","12255","2","4535"
"12273","12272","1","4535"
"12275","12274","1","4535"
"12278","12277","1","4535"
"12280","12279","1","4535"
"12315","12314","1","4535"
"12323","12322","1","4535"
"12325","12324","1","4535"
"12372","12371","1","4535"
"12389","12388","1","4535"
"12429","12428","1","4535"
"12530","12529","1","4535"
"12537","12536","1","4535"
"12680","12679","1","4535"
"12683","12682","1","4535"
"12686","12685","1","4535"
"12689","12688","1","4535"
"12736","12735","1","4535"
"12740","12739","1","4535"
"12756","12755","1","4535"
"12768","12767","1","4535"
"12771","12770","1","4535"
"12783","12782","1","4535"
"12786","12785","1","4535"
"12808","12627","1","4535"
"12808","12628","2","4535"
"12808","12807","3","4535"
"12842","12841","1","4535"
"12848","12846","1","4535"
"12848","12847","2","4535"
"12862","10111","1","4535"
"12862","12861","2","4535"
"12906","12905","1","4535"
"12908","7911","1","4535"
"12924","12923","1","4535"
"12955","12954","1","4535"
"12971","12970","1","4535"
"13010","13009","1","4535"
"13012","13011","1","4535"
"13020","13019","1","4535"
"13023","13022","1","4535"
"13025","13024","1","4535"
"13028","13027","1","4535"
"13035","13034","1","4535"
"13037","13036","1","4535"
"13045","13044","1","4535"
"13049","13048","1","4535"
"13053","13052","1","4535"
"13069","13068","1","4535"
"13089","13088","1","4535"
"13093","13092","1","4535"
"13118","13117","1","4535"
"13120","13119","1","4535"
"13127","13125","1","4535"
"13127","13126","2","4535"
"13131","13126","1","4535"
"13134","9505","1","4535"
"13134","13133","2","4535"
"13190","13189","1","4535"
"13249","13248","1","4535"
"13253","13252","1","4535"
"13277","13276","1","4535"
"13328","13327","1","4535"
"13348","13347","1","4535"
"13389","13388","1","4535"
"13400","13399","1","4535"
"13403","13402","1","4535"
"13411","13410","1","4535"
"13418","13417","1","4535"
"13422","13421","1","4535"
"13453","13447","1","4535"
"13453","13451","2","4535"
"13488","13487","1","4535"
"13493","13492","1","4535"
"13552","13551","1","4535"
"13561","13560","1","4535"
"13580","8051","1","4535"
"13580","13593","2","4535"
"13591","13590","1","4535"
"13595","10111","1","4535"
"13595","13593","2","4535"
"13606","13605","1","4535"
"13622","13621","1","4535"
"13627","13626","1","4535"
"13652","13650","1","4535"
"13652","13651","2","4535"
"13669","13668","1","4535"
"13671","13670","1","4535"
"13699","13698","1","4535"
"13707","13706","1","4535"
"13721","13720","1","4535"
"13733","13732","1","4535"
"13740","13739","1","4535"
"13744","13743","1","4535"
"13769","13768","1","4535"
"13773","13772","1","4535"
"13778","13777","1","4535"
"13792","13791","1","4535"
"13797","13796","1","4535"
"13812","13811","1","4535"
"13818","13817","1","4535"
"13820","13819","1","4535"
"13829","13825","1","4535"
"13829","13826","2","4535"
"13829","13827","3","4535"
"13829","13828","4","4535"
"13878","13877","1","4535"
"13881","13880","1","4535"
"13889","13888","1","4535"
"13920","13919","1","4535"
"13923","13922","1","4535"
"13928","13927","1","4535"
"13935","13934","1","4535"
"13937","13936","1","4535"
"13941","13940","1","4535"
"13945","13944","1","4535"
"13951","13950","1","4535"
"13956","13955","1","4535"
"13972","13962","1","4535"
"13972","13963","2","4535"
"13972","13971","3","4535"
"13972","13965","4","4535"
"13972","13966","5","4535"
"14012","14011","1","4535"
"14014","14013","1","4535"
"14016","14015","1","4535"
"14020","14019","1","4535"
"14023","14022","1","4535"
"14026","14025","1","4535"
"14029","14028","1","4535"
"14033","14031","1","4535"
"14033","14032","2","4535"
"14045","14044","1","4535"
"14047","14046","1","4535"
"14079","14075","1","4535"
"14079","14076","2","4535"
"14079","14077","3","4535"
"14079","14078","4","4535"
"14093","14089","1","4535"
"14093","14090","2","4535"
"14093","14091","3","4535"
"14093","14092","4","4535"
"14105","14104","1","4535"
"14116","14115","1","4535"
"14138","14136","1","4535"
"14138","14137","2","4535"
"14145","14144","1","4535"
"14175","14174","1","4535"
"14181","14163","1","4535"
"14181","14157","2","4535"
"14186","14185","1","4535"
"14189","14188","1","4535"
"14203","9505","1","4535"
"14210","14209","1","4535"
"14212","14211","1","4535"
"14259","14258","1","4535"
"14262","14260","1","4535"
"14262","14261","2","4535"
"14265","14263","1","4535"
"14265","14264","2","4535"
"14282","14281","1","4535"
"14285","14284","1","4535"
"14290","7909","1","4535"
"14290","7646","2","4535"
"14314","14313","1","4535"
"14321","14320","1","4535"
"14321","13969","2","4535"
"14324","14320","1","4535"
"14324","13973","2","4535"
"14333","14325","1","4535"
"14333","14332","2","4535"
"14351","14349","1","4535"
"14351","14350","2","4535"
"14353","11586","1","4535"
"14353","11587","2","4535"
"14353","14352","3","4535"
"14357","14356","1","4535"
"14361","14360","1","4535"
"14364","14363","1","4535"
"14366","14365","1","4535"
"14374","14373","1","4535"
"14381","14371","1","4535"
"14381","14380","2","4535"
"14381","14376","3","4535"
"14383","14382","1","4535"
"14391","14371","1","4535"
"14391","14380","2","4535"
"14393","14392","1","4535"
"14413","14411","1","4535"
"14413","14412","2","4535"
"14416","14415","1","4535"
"14420","14419","1","4535"
"14424","14423","1","4535"
"14426","14425","1","4535"
"14433","14432","1","4535"
"14439","14438","1","4535"
"14461","14459","1","4535"
"14461","14460","2","4535"
"14472","14471","1","4535"
"14475","14474","1","4535"
"14480","14479","1","4535"
"14494","14493","1","4535"
"14509","14508","1","4535"
"14516","14515","1","4535"
"14521","14520","1","4535"
"14525","14523","1","4535"
"14525","14524","2","4535"
"14529","14528","1","4535"
"14533","14532","1","4535"
"14535","14534","1","4535"
"14565","14564","1","4535"
"14569","14568","1","4535"
"14571","14570","1","4535"
"14578","14577","1","4535"
"14591","14590","1","4535"
"14596","14595","1","4535"
"14599","14598","1","4535"
"14603","14602","1","4535"
"14606","14605","1","4535"
"14611","14609","1","4535"
"14611","14610","2","4535"
"14627","14624","1","4535"
"14627","14625","2","4535"
"14627","14626","3","4535"
"14630","14629","1","4535"
"14634","14633","1","4535"
"14636","14635","1","4535"
"14638","14637","1","4535"
"14644","14643","1","4535"
"14648","14647","1","4535"
"14650","14649","1","4535"
"14654","14653","1","4535"
"14665","14664","1","4535"
"14667","14666","1","4535"
"14669","14668","1","4535"
"14671","14670","1","4535"
"14673","14672","1","4535"
"14681","12814","1","4535"
"14681","14680","2","4535"
"14684","14683","1","4535"
"14686","14685","1","4535"
"14690","14689","1","4535"
"14693","14692","1","4535"
"14716","14715","1","4535"
"14721","14720","1","4535"
"14731","14730","1","4535"
"14753","14752","1","4535"
"14755","14754","1","4535"
"14759","14758","1","4535"
"14783","14782","1","4535"
"14798","14797","1","4535"
"14809","14808","1","4535"
"14816","14815","1","4535"
"14825","8056","1","4535"
"14827","14826","1","4535"
"14831","14830","1","4535"
"14832","10111","1","4535"
"14832","7714","2","4535"
"14847","14846","1","4535"
"14871","14870","1","4535"
"14874","14873","1","4535"
"14881","14880","1","4535"
"14886","14885","1","4535"
"14896","14500","1","4535"
"14896","14503","2","4535"
"14900","14899","1","4535"
"14910","14909","1","4535"
"14912","14911","1","4535"
"14914","14913","1","4535"
"14918","14917","1","4535"
"14922","14921","1","4535"
"14928","14927","1","4535"
"14930","14929","1","4535"
"14952","14951","1","4535"
"14958","14954","1","4535"
"14958","14957","2","4535"
"14963","14962","1","4535"
"14968","14967","1","4535"
"14971","14970","1","4535"
"14974","14973","1","4535"
"14979","14978","1","4535"
"14989","14988","1","4535"
"14991","14990","1","4535"
"14996","14995","1","4535"
"14999","14997","1","4535"
"14999","14998","2","4535"
"15063","15062","1","4535"
"15066","15065","1","4535"
"15069","15067","1","4535"
"15069","15068","2","4535"
"15071","15070","1","4535"
"15074","15072","1","4535"
"15074","15073","2","4535"
"15088","15087","1","4535"
"15098","15097","1","4535"
"15103","15102","1","4535"
"15105","15104","1","4535"
"15160","15159","1","4535"
"15171","15170","1","4535"
"15178","15177","1","4535"
"15197","8656","1","4535"
"15197","9694","2","4535"
"15197","15195","3","4535"
"15197","15196","4","4535"
"15199","15198","1","4535"
"15208","15207","1","4535"
"15215","8656","1","4535"
"15215","15213","2","4535"
"15215","10064","3","4535"
"15215","15214","4","4535"
"15220","15218","1","4535"
"15220","15219","2","4535"
"15229","15228","1","4535"
"15231","8656","1","4535"
"15231","15196","2","4535"
"15231","15214","3","4535"
"15234","15233","1","4535"
"15241","8656","1","4535"
"15241","15213","2","4535"
"15241","10064","3","4535"
"15241","15214","4","4535"
"15241","15196","5","4535"
"15250","15249","1","4535"
"15254","15253","1","4535"
"15257","15256","1","4535"
"15265","15263","1","4535"
"15265","15264","2","4535"
"15271","15270","1","4535"
"15273","8656","1","4535"
"15273","15213","2","4535"
"15273","15214","3","4535"
"15273","15196","4","4535"
"15273","15272","5","4535"
"15276","15275","1","4535"
"15280","15279","1","4535"
"15286","15284","1","4535"
"15286","15285","2","4535"
"15288","8051","1","4535"
"15288","8656","2","4535"
"15288","10064","3","4535"
"15296","15295","1","4535"
"15299","15297","1","4535"
"15299","15298","2","4535"
"15303","15301","1","4535"
"15303","15302","2","4535"
"15309","15308","1","4535"
"15311","15310","1","4535"
"15314","15313","1","4535"
"15322","15321","1","4535"
"15325","15324","1","4535"
"15325","15203","2","4535"
"15344","15343","1","4535"
"15346","15345","1","4535"
"15348","15347","1","4535"
"15388","15387","1","4535"
"15394","15393","1","4535"
"15437","15436","1","4535"
"15439","15438","1","4535"
"15445","15444","1","4535"
"15452","15451","1","4535"
"15470","15469","1","4535"
"15472","15471","1","4535"
"15475","15474","1","4535"
"15481","15480","1","4535"
"15487","15486","1","4535"
"15489","15488","1","4535"
"15491","15490","1","4535"
"15494","15493","1","4535"
"15553","15552","1","4535"
"15556","15555","1","4535"
"15558","15557","1","4535"
"15560","15559","1","4535"
"15564","15563","1","4535"
"15588","15586","1","4535"
"15588","15587","2","4535"
"15629","9128","1","4535"
"15629","15627","2","4535"
"15629","15628","3","4535"
"15632","15631","1","4535"
"15649","15648","1","4535"
"15668","15644","1","4535"
"15668","15667","2","4535"
"15689","15688","1","4535"
"15702","15701","1","4535"
"15704","15703","1","4535"
"15708","15707","1","4535"
"15711","15710","1","4535"
"15713","15712","1","4535"
"15730","15729","1","4535"
"15740","15739","1","4535"
"15742","15741","1","4535"
"15744","15743","1","4535"
"15794","15793","1","4535"
"15803","15802","1","4535"
"15831","15830","1","4535"
"15860","15859","1","4535"
"15882","15881","1","4535"
"15885","15685","1","4535"
"15885","15884","2","4535"
"15900","15899","1","4535"
"15907","15906","1","4535"
"15915","15914","1","4535"
"15919","15918","1","4535"
"15926","15925","1","4535"
"15974","15973","1","4535"
"16025","16024","1","4535"
"16068","16066","1","4535"
"16068","16067","2","4535"
"16071","16069","1","4535"
"16071","16070","2","4535"
"16112","16111","1","4535"
"16113","16067","1","4535"
"16117","16116","1","4535"
"16119","16118","1","4535"
"16121","16120","1","4535"
"16126","16125","1","4535"
"16128","16127","1","4535"
"16136","16134","1","4535"
"16136","16135","2","4535"
"16141","16138","1","4535"
"16141","16139","2","4535"
"16141","16140","3","4535"
"16144","16143","1","4535"
"16165","16162","1","4535"
"16165","16163","2","4535"
"16165","16164","3","4535"
"16174","16171","1","4535"
"16174","16172","2","4535"
"16174","16173","3","4535"
"16178","16177","1","4535"
"16277","16276","1","4535"
"16283","16282","1","4535"
"16285","16284","1","4535"
"16316","16315","1","4535"
"16334","16332","1","4535"
"16334","16333","2","4535"
"16338","16336","1","4535"
"16338","16337","2","4535"
"16346","16344","1","4535"
"16346","16345","2","4535"
"16352","16347","1","4535"
"16352","16349","2","4535"
"16352","16351","3","4535"
"16374","16373","1","4535"
"16376","14176","1","4535"
"16376","16375","2","4535"
"16378","16377","1","4535"
"16381","16380","1","4535"
"16385","16384","1","4535"
"16426","16422","1","4535"
"16426","16425","2","4535"
"16451","16450","1","4535"
"16545","16544","1","4535"
"16615","16614","1","4535"
"16676","16675","1","4535"
"16685","16682","1","4535"
"16685","16683","2","4535"
"16685","16684","3","4535"
"16689","16688","1","4535"
"16694","16693","1","4535"
"16752","16751","1","4535"
"16764","16763","1","4535"
"16783","16782","1","4535"
"16783","10088","2","4535"
"16790","16789","1","4535"
"16899","16898","1","4535"
"16916","15324","1","4535"
"16921","16920","1","4535"
"16935","16934","1","4535"
"16964","16963","1","4535"
"16976","15389","1","4535"
"16976","15390","2","4535"
"16976","15391","3","4535"
"16993","15389","1","4535"
"16993","15390","2","4535"
"16993","15391","3","4535"
"16993","10064","4","4535"
"16993","16992","5","4535"
"16996","11644","1","4535"
"16996","11645","2","4535"
"16996","10280","3","4535"
"16996","16995","4","4535"
"17077","17076","1","4535"
"17079","11668","1","4535"
"17079","17078","2","4535"
"17179","17178","1","4535"
"17181","17180","1","4535"
"17181","17172","2","4535"
"17223","17221","1","4535"
"17223","17222","2","4535"
"17229","17224","1","4535"
"17229","17225","2","4535"
"17229","17226","3","4535"
"17229","17227","4","4535"
"17229","17228","5","4535"
"17237","17232","1","4535"
"17237","17233","2","4535"
"17237","17234","3","4535"
"17237","17235","4","4535"
"17237","17236","5","4535"
"17273","17268","1","4535"
"17273","17269","2","4535"
"17273","17270","3","4535"
"17273","17271","4","4535"
"17273","17272","5","4535"
"17278","17268","1","4535"
"17278","17269","2","4535"
"17278","17270","3","4535"
"17278","17271","4","4535"
"17278","17277","5","4535"
"17307","17302","1","4535"
"17307","17303","2","4535"
"17307","17304","3","4535"
"17307","17305","4","4535"
"17307","17306","5","4535"
"17319","17318","1","4535"
"17321","17320","1","4535"
"17325","17324","1","4535"
"17327","17326","1","4535"
"17329","17328","1","4535"
"17345","16614","1","4535"
"17345","16347","2","4535"
"17345","16349","3","4535"
"17345","16351","4","4535"
"17421","17420","1","4535"
"17431","17430","1","4535"
"17434","17427","1","4535"
"17434","17428","2","4535"
"17498","17497","1","4535"
"17542","17541","1","4535"
"17550","17549","1","4535"
"17571","17570","1","4535"
"17583","17582","1","4535"
"17597","17596","1","4535"
"17604","17603","1","4535"
"17606","17605","1","4535"
"17608","17607","1","4535"
"17610","17609","1","4535"
"17614","17613","1","4535"
"17616","17615","1","4535"
"17618","17617","1","4535"
"17620","17619","1","4535"
"17622","17621","1","4535"
"17630","17629","1","4535"
"17632","17631","1","4535"
"17636","17635","1","4535"
"17643","17642","1","4535"
"17662","17661","1","4535"
"17664","17663","1","4535"
"17695","17694","1","4535"
"17702","21191","1","4535"
"17707","12144","1","4535"
"17707","17585","2","4535"
"17715","17714","1","4535"
"17719","17718","1","4535"
"17732","17731","1","4535"
"17751","17750","1","4535"
"17755","17754","1","4535"
"17775","17774","1","4535"
"17866","17864","1","4535"
"17866","17865","2","4535"
"17866","16778","3","4535"
"17897","17896","1","4535"
"18008","18007","1","4535"
"18011","18010","1","4535"
"18018","18017","1","4535"
"18020","18019","1","4535"
"18066","18065","1","4535"
"18085","18084","1","4535"
"18097","18096","1","4535"
"18099","18098","1","4535"
"18108","18106","1","4535"
"18108","18107","2","4535"
"18130","18129","1","4535"
"18132","18131","1","4535"
"18135","18069","1","4535"
"18170","18169","1","4535"
"18202","18201","1","4535"
"18209","18100","1","4535"
"18209","18208","2","4535"
"18209","18103","3","4535"
"18278","18277","1","4535"
"18289","18288","1","4535"
"18320","18319","1","4535"
"18322","18321","1","4535"
"18330","18329","1","4535"
"18333","18332","1","4535"
"18335","18334","1","4535"
"18390","18389","1","4535"
"18392","18391","1","4535"
"18394","18393","1","4535"
"18397","18396","1","4535"
"18404","18403","1","4535"
"18414","18413","1","4535"
"18426","18425","1","4535"
"18428","18427","1","4535"
"18433","18432","1","4535"
"18435","18434","1","4535"
"18437","18436","1","4535"
"18441","18440","1","4535"
"18452","18451","1","4535"
"18454","18453","1","4535"
"18456","18455","1","4535"
"18458","18457","1","4535"
"18461","18460","1","4535"
"18478","18477","1","4535"
"18487","18485","1","4535"
"18487","18486","2","4535"
"18496","16707","1","4535"
"18498","16709","1","4535"
