pbs_code,prescribing_txt_id,pt_position,schedule_code
"1645N","8211","1","4535"
"1645N","25598","2","4535"
"1645N","25574","3","4535"
"1646P","8211","1","4535"
"1646P","25598","2","4535"
"1646P","25574","3","4535"
"1647Q","8211","1","4535"
"1647Q","25598","2","4535"
"1647Q","25574","3","4535"
"1653B","8211","1","4535"
"1653B","25651","2","4535"
"1653B","25574","3","4535"
"1654C","8211","1","4535"
"1654C","25651","2","4535"
"1654C","25574","3","4535"
"1655D","8211","1","4535"
"1655D","25651","2","4535"
"1655D","25574","3","4535"
"1656E","8211","1","4535"
"1656E","25651","2","4535"
"1656E","25574","3","4535"
"1658G","33699","1","4535"
"1692C","16737","1","4535"
"1693D","16737","1","4535"
"1728Y","12230","1","4535"
"1760P","7606","1","4535"
"1760P","7607","2","4535"
"1805B","14495","1","4535"
"1805B","23025","2","4535"
"1806C","14495","1","4535"
"1808E","14495","1","4535"
"1810G","16668","1","4535"
"1822X","13916","1","4535"
"1842Y","13056","1","4535"
"1846E","13021","1","4535"
"1849H","9950","1","4535"
"1849H","10728","2","4535"
"1849H","7606","3","4535"
"1849H","7607","4","4535"
"1880Y","13804","1","4535"
"1884E","7606","1","4535"
"1884E","7607","2","4535"
"1889K","7606","1","4535"
"1889K","7607","2","4535"
"1891M","7606","1","4535"
"1891M","7607","2","4535"
"1892N","16366","1","4535"
"1905G","16868","1","4535"
"1944H","8286","1","4535"
"1944H","15986","2","4535"
"1945J","8286","1","4535"
"1945J","15988","2","4535"
"1946K","8286","1","4535"
"1946K","15989","2","4535"
"1954W","33974","1","4535"
"1954W","31186","2","4535"
"1954W","33164","3","4535"
"1954W","29791","4","4535"
"1954W","28500","5","4535"
"1954W","7606","6","4535"
"1954W","7607","7","4535"
"1956Y","25796","1","4535"
"1963H","31195","1","4535"
"1963H","33974","2","4535"
"1963H","31186","3","4535"
"1963H","33164","4","4535"
"1963H","29791","5","4535"
"1963H","28912","6","4535"
"1963H","28500","7","4535"
"1963H","7606","8","4535"
"1963H","7607","9","4535"
"1964J","31195","1","4535"
"1964J","33974","2","4535"
"1964J","31186","3","4535"
"1964J","33164","4","4535"
"1964J","29791","5","4535"
"1964J","28912","6","4535"
"1964J","28500","7","4535"
"1964J","7606","8","4535"
"1964J","7607","9","4535"
"1968N","8286","1","4535"
"1969P","8286","1","4535"
"1970Q","8286","1","4535"
"1977C","8559","1","4535"
"1978D","8559","1","4535"
"2019G","26291","1","4535"
"2019G","13099","2","4535"
"2020H","26291","1","4535"
"2020H","13099","2","4535"
"2022K","16741","1","4535"
"2029T","7606","1","4535"
"2029T","7607","2","4535"
"2029T","7608","3","4535"
"2030W","7606","1","4535"
"2030W","7607","2","4535"
"2030W","7608","3","4535"
"2036E","7607","1","4535"
"2038G","7607","1","4535"
"2065Q","7608","1","4535"
"2066R","7608","1","4535"
"2089Y","13096","1","4535"
"2110C","19004","1","4535"
"2110C","13804","2","4535"
"2122Q","8211","1","4535"
"2122Q","25598","2","4535"
"2122Q","25574","3","4535"
"2123R","8211","1","4535"
"2123R","25598","2","4535"
"2123R","25574","3","4535"
"2124T","8211","1","4535"
"2124T","25598","2","4535"
"2124T","25574","3","4535"
"2142R","24951","1","4535"
"2150E","7776","1","4535"
"2160Q","7606","1","4535"
"2160Q","7607","2","4535"
"2162T","7708","1","4535"
"2162T","7709","2","4535"
"2168D","7608","1","4535"
"2168D","7607","2","4535"
"2168D","26357","3","4535"
"2168D","29786","4","4535"
"2168D","26425","5","4535"
"2171G","33338","1","4535"
"2172H","33698","1","4535"
"2172H","33025","2","4535"
"2172H","29646","3","4535"
"2172H","13099","4","4535"
"2172H","25796","5","4535"
"2172H","7606","6","4535"
"2172H","7607","7","4535"
"2173J","31253","1","4535"
"2173J","30564","2","4535"
"2173J","31255","3","4535"
"2174K","31253","1","4535"
"2174K","30563","2","4535"
"2174K","31256","3","4535"
"2175L","31253","1","4535"
"2175L","30561","2","4535"
"2175L","31254","3","4535"
"2181T","33338","1","4535"
"2184Y","33338","1","4535"
"2190G","8286","1","4535"
"2193K","7776","1","4535"
"2201W","7608","1","4535"
"2208F","16637","1","4535"
"2209G","18192","1","4535"
"2211J","18192","1","4535"
"2232L","7608","1","4535"
"2240X","13413","1","4535"
"2240X","23717","2","4535"
"2240X","23729","3","4535"
"2240X","23730","4","4535"
"2240X","7606","5","4535"
"2240X","7607","6","4535"
"2241Y","13413","1","4535"
"2241Y","23717","2","4535"
"2241Y","23729","3","4535"
"2241Y","23730","4","4535"
"2253N","33338","1","4535"
"2267H","34245","1","4535"
"2268J","7606","1","4535"
"2268J","7607","2","4535"
"2268J","34064","3","4535"
"2276T","33842","1","4535"
"2276T","33040","2","4535"
"2276T","29646","3","4535"
"2276T","13099","4","4535"
"2276T","25796","5","4535"
"2276T","7606","6","4535"
"2276T","7607","7","4535"
"2280B","33842","1","4535"
"2280B","33040","2","4535"
"2280B","29646","3","4535"
"2280B","13099","4","4535"
"2280B","25796","5","4535"
"2280B","7606","6","4535"
"2280B","7607","7","4535"
"2283E","33040","1","4535"
"2283E","29646","2","4535"
"2283E","13099","3","4535"
"2283E","25796","4","4535"
"2283E","7607","5","4535"
"2289L","6918","1","4535"
"2290M","6918","1","4535"
"2293Q","6918","1","4535"
"2294R","6918","1","4535"
"2295T","6918","1","4535"
"2339D","14180","1","4535"
"2339D","16671","2","4535"
"2340E","14180","1","4535"
"2340E","16671","2","4535"
"2343H","13428","1","4535"
"2343H","13429","2","4535"
"2344J","13428","1","4535"
"2344J","13429","2","4535"
"2369Q","16673","1","4535"
"2369Q","16767","2","4535"
"2387P","33698","1","4535"
"2387P","33025","2","4535"
"2387P","29646","3","4535"
"2387P","13099","4","4535"
"2387P","25796","5","4535"
"2387P","7606","6","4535"
"2387P","7607","7","4535"
"2388Q","33698","1","4535"
"2388Q","33025","2","4535"
"2388Q","29646","3","4535"
"2388Q","13099","4","4535"
"2388Q","25796","5","4535"
"2388Q","7607","6","4535"
"2414C","16668","1","4535"
"2421K","26292","1","4535"
"2432B","33698","1","4535"
"2432B","33025","2","4535"
"2432B","29646","3","4535"
"2432B","13099","4","4535"
"2432B","25796","5","4535"
"2432B","7606","6","4535"
"2432B","7607","7","4535"
"2440K","16674","1","4535"
"2444P","14463","1","4535"
"2445Q","8541","1","4535"
"2449X","16674","1","4535"
"2456G","8286","1","4535"
"2457H","8286","1","4535"
"2458J","8286","1","4535"
"2460L","16723","1","4535"
"2461M","16723","1","4535"
"2462N","8541","1","4535"
"2478K","28546","1","4535"
"2478K","28500","2","4535"
"2481N","8211","1","4535"
"2481N","25574","2","4535"
"2482P","28546","1","4535"
"2482P","28500","2","4535"
"2485T","28546","1","4535"
"2485T","28500","2","4535"
"2486W","8541","1","4535"
"2487X","8559","1","4535"
"2488Y","8559","1","4535"
"2527B","8211","1","4535"
"2527B","25651","2","4535"
"2527B","25574","3","4535"
"2530E","21984","1","4535"
"2546B","8590","1","4535"
"2546B","8591","2","4535"
"2546B","8592","3","4535"
"2546B","7606","4","4535"
"2546B","7607","5","4535"
"2549E","14511","1","4535"
"2549E","14512","2","4535"
"2549E","13099","3","4535"
"2591J","14511","1","4535"
"2591J","14512","2","4535"
"2591J","13099","3","4535"
"2592K","14511","1","4535"
"2592K","14512","2","4535"
"2592K","13099","3","4535"
"2592K","23291","4","4535"
"2600W","16728","1","4535"
"2604C","16728","1","4535"
"2614N","16865","1","4535"
"2622B","8211","1","4535"
"2622B","25574","2","4535"
"2634P","16865","1","4535"
"2637T","8590","1","4535"
"2637T","8591","2","4535"
"2637T","8592","3","4535"
"2637T","7606","4","4535"
"2637T","7607","5","4535"
"2638W","23103","1","4535"
"2638W","7607","2","4535"
"2638W","7608","3","4535"
"2641B","23103","1","4535"
"2641B","7607","2","4535"
"2641B","7608","3","4535"
"2647H","33221","1","4535"
"2667J","14151","1","4535"
"2668K","14151","1","4535"
"2691P","7606","1","4535"
"2691P","7607","2","4535"
"2691P","34062","3","4535"
"2698B","30447","1","4535"
"2698B","25796","2","4535"
"2698B","31722","3","4535"
"2708M","9977","1","4535"
"2709N","9977","1","4535"
"2721F","16741","1","4535"
"2723H","16867","1","4535"
"2733W","31678","1","4535"
"2735Y","7606","1","4535"
"2735Y","7607","2","4535"
"2744K","7606","1","4535"
"2744K","7607","2","4535"
"2747N","31677","1","4535"
"2753X","7606","1","4535"
"2753X","7607","2","4535"
"2758E","31677","1","4535"
"2769R","7606","1","4535"
"2769R","7607","2","4535"
"2775C","26624","1","4535"
"2783L","31678","1","4535"
"2791X","8286","1","4535"
"2792Y","8286","1","4535"
"2793B","8286","1","4535"
"2796E","19967","1","4535"
"2796E","33337","2","4535"
"2796E","28755","3","4535"
"2798G","19967","1","4535"
"2798G","33337","2","4535"
"2798G","28755","3","4535"
"2799H","19967","1","4535"
"2799H","33337","2","4535"
"2799H","28755","3","4535"
"2802L","19967","1","4535"
"2802L","33337","2","4535"
"2802L","28755","3","4535"
"2838J","16741","1","4535"
"2839K","8211","1","4535"
"2839K","25651","2","4535"
"2839K","25574","3","4535"
"2840L","8211","1","4535"
"2840L","25651","2","4535"
"2840L","25574","3","4535"
"2841M","8211","1","4535"
"2841M","25651","2","4535"
"2841M","25574","3","4535"
"2843P","18192","1","4535"
"2844Q","18192","1","4535"
"2846T","7606","1","4535"
"2846T","7607","2","4535"
"2846T","7608","3","4535"
"2893G","16673","1","4535"
"2893G","16767","2","4535"
"2896K","7606","1","4535"
"2896K","7607","2","4535"
"2898M","9409","1","4535"
"2898M","7606","2","4535"
"2898M","7607","3","4535"
"2918N","16869","1","4535"
"2923W","30627","1","4535"
"2933J","32001","1","4535"
"2933J","32002","2","4535"
"2939Q","16674","1","4535"
"2944Y","32001","1","4535"
"2944Y","32002","2","4535"
"2951H","16745","1","4535"
"2963Y","7606","1","4535"
"2963Y","7607","2","4535"
"2963Y","7608","3","4535"
"2986E","32001","1","4535"
"2986E","32002","2","4535"
"2997R","25796","1","4535"
"3050M","8286","1","4535"
"3050M","15984","2","4535"
"3051N","8286","1","4535"
"3051N","15985","2","4535"
"3058Y","7606","1","4535"
"3058Y","7607","2","4535"
"3103H","16745","1","4535"
"3113W","13420","1","4535"
"3114X","13420","1","4535"
"3119E","7606","1","4535"
"3119E","7607","2","4535"
"3132W","16872","1","4535"
"3133X","16872","1","4535"
"3161J","6158","1","4535"
"3162K","6158","1","4535"
"3316M","8211","1","4535"
"3316M","13808","2","4535"
"3321T","9977","1","4535"
"3322W","9977","1","4535"
"3381Y","9221","1","4535"
"3382B","9222","1","4535"
"3384D","9223","1","4535"
"3385E","9224","1","4535"
"3387G","32001","1","4535"
"3387G","32002","2","4535"
"3388H","28584","1","4535"
"3390K","16745","1","4535"
"3391L","16745","1","4535"
"3401B","23717","1","4535"
"3401B","23718","2","4535"
"3401B","9785","3","4535"
"3414Q","7606","1","4535"
"3414Q","7607","2","4535"
"3415R","32001","1","4535"
"3415R","32002","2","4535"
"3418X","14876","1","4535"
"3418X","15467","2","4535"
"3418X","7606","3","4535"
"3418X","7607","4","4535"
"3419Y","14876","1","4535"
"3419Y","15467","2","4535"
"3419Y","7606","3","4535"
"3419Y","7607","4","4535"
"3420B","14876","1","4535"
"3420B","15467","2","4535"
"3420B","7606","3","4535"
"3420B","7607","4","4535"
"3421C","14876","1","4535"
"3421C","15467","2","4535"
"3421C","7606","3","4535"
"3421C","7607","4","4535"
"3422D","14876","1","4535"
"3422D","15467","2","4535"
"3422D","7606","3","4535"
"3422D","7607","4","4535"
"3425G","31231","1","4535"
"3425G","7606","2","4535"
"3425G","7607","3","4535"
"3426H","31231","1","4535"
"3426H","7606","2","4535"
"3426H","7607","3","4535"
"3426H","7608","4","4535"
"3428K","31231","1","4535"
"3428K","7606","2","4535"
"3428K","7607","3","4535"
"3428K","7608","4","4535"
"3430M","32663","1","4535"
"3430M","7606","2","4535"
"3430M","7607","3","4535"
"3430M","7608","4","4535"
"3432P","32663","1","4535"
"3432P","7606","2","4535"
"3432P","7607","3","4535"
"3432P","7608","4","4535"
"3434R","32678","1","4535"
"3434R","7606","2","4535"
"3434R","7607","3","4535"
"3434R","7608","4","4535"
"3436W","32678","1","4535"
"3436W","7606","2","4535"
"3436W","7607","3","4535"
"3436W","7608","4","4535"
"3440C","33842","1","4535"
"3440C","33040","2","4535"
"3440C","29646","3","4535"
"3440C","13099","4","4535"
"3440C","25796","5","4535"
"3440C","7606","6","4535"
"3440C","7607","7","4535"
"3445H","27706","1","4535"
"3445H","33164","2","4535"
"3445H","29791","3","4535"
"3446J","27706","1","4535"
"3446J","33164","2","4535"
"3446J","29791","3","4535"
"3446J","28912","4","4535"
"3447K","27706","1","4535"
"3447K","33164","2","4535"
"3447K","29791","3","4535"
"3447K","28912","4","4535"
"3448L","27706","1","4535"
"3449M","27706","1","4535"
"3449M","28912","2","4535"
"3450N","27706","1","4535"
"3450N","28912","2","4535"
"3463G","6523","1","4535"
"3477B","6945","1","4535"
"3479D","8211","1","4535"
"3480E","8211","1","4535"
"4049D","26572","1","4535"
"4050E","28927","1","4535"
"4050E","15317","2","4535"
"4077N","16860","1","4535"
"4078P","16860","1","4535"
"4196W","8541","1","4535"
"4207K","8541","1","4535"
"4230P","8541","1","4535"
"4239D","16871","1","4535"
"4240E","16871","1","4535"
"4243H","16871","1","4535"
"4244J","16871","1","4535"
"4280G","16862","1","4535"
"4281H","16862","1","4535"
"4284L","30680","1","4535"
"4325P","26571","1","4535"
"4342M","16861","1","4535"
"4343N","16861","1","4535"
"4376H","31722","1","4535"
"4393F","15626","1","4535"
"4408B","16862","1","4535"
"4439P","20811","1","4535"
"4451G","10370","1","4535"
"4510J","16863","1","4535"
"4590N","16870","1","4535"
"4590N","8541","2","4535"
"4598B","8580","1","4535"
"4598B","16864","2","4535"
"4599C","16877","1","4535"
"4599C","8541","2","4535"
"4626L","16871","1","4535"
"4632T","29190","1","4535"
"4639E","24661","1","4535"
"4639E","23973","2","4535"
"4644K","16871","1","4535"
"4645L","16871","1","4535"
"4650R","29190","1","4535"
"4650R","7607","2","4535"
"4654Y","8580","1","4535"
"4657D","8580","1","4535"
"4657D","7850","2","4535"
"4658E","8580","1","4535"
"4658E","16864","2","4535"
"4661H","7850","1","4535"
"4669R","8579","1","4535"
"4669R","7850","2","4535"
"4671W","7850","1","4535"
"4672X","7850","1","4535"
"4673Y","7850","1","4535"
"4674B","7850","1","4535"
"4675C","7850","1","4535"
"4678F","16873","1","4535"
"4678F","14522","2","4535"
"4679G","16873","1","4535"
"4679G","14522","2","4535"
"4682K","16868","1","4535"
"4682K","14522","2","4535"
"4683L","16868","1","4535"
"4684M","16868","1","4535"
"4684M","14522","2","4535"
"4691X","16868","1","4535"
"4691X","8541","2","4535"
"4694C","8541","1","4535"
"4699H","16868","1","4535"
"4699H","8541","2","4535"
"4700J","16868","1","4535"
"4700J","8541","2","4535"
"4703M","24661","1","4535"
"4703M","23973","2","4535"
"4731B","7608","1","4535"
"4748X","8580","1","4535"
"4750B","8579","1","4535"
"4750B","16864","2","4535"
"4759L","8541","1","4535"
"4760M","8579","1","4535"
"4760M","16864","2","4535"
"4795J","16870","1","4535"
"4795J","8541","2","4535"
"4797L","7850","1","4535"
"4799N","7850","1","4535"
"4806Y","16877","1","4535"
"4806Y","14526","2","4535"
"4815K","7850","1","4535"
"4816L","7850","1","4535"
"4819P","8541","1","4535"
"4831G","16868","1","4535"
"4831G","14522","2","4535"
"4832H","16868","1","4535"
"4845B","8541","1","4535"
"4855M","7850","1","4535"
"4856N","7850","1","4535"
"4857P","7850","1","4535"
"4858Q","7850","1","4535"
"4859R","7850","1","4535"
"4860T","8541","1","4535"
"4861W","8541","1","4535"
"4862X","8541","1","4535"
"4885D","8541","1","4535"
"4886E","8541","1","4535"
"4888G","16874","1","4535"
"4888G","14522","2","4535"
"4889H","16874","1","4535"
"4889H","14522","2","4535"
"4893M","8541","1","4535"
"4894N","16877","1","4535"
"4894N","8541","2","4535"
"4896Q","16873","1","4535"
"4897R","16873","1","4535"
"4898T","8541","1","4535"
"4899W","8541","1","4535"
"4905E","8541","1","4535"
"4906F","8541","1","4535"
"4907G","16874","1","4535"
"4911L","16877","1","4535"
"4912M","16877","1","4535"
"4912M","14522","2","4535"
"4913N","16877","1","4535"
"4914P","16877","1","4535"
"4917T","16871","1","4535"
"4920Y","16873","1","4535"
"4921B","16873","1","4535"
"4921B","8541","2","4535"
"4923D","16873","1","4535"
"4923D","14522","2","4535"
"4924E","16874","1","4535"
"4924E","14522","2","4535"
"4927H","14522","1","4535"
"4928J","14522","1","4535"
"4929K","14522","1","4535"
"4930L","14522","1","4535"
"4931M","16866","1","4535"
"4931M","8541","2","4535"
"4932N","16866","1","4535"
"4932N","8541","2","4535"
"4933P","16866","1","4535"
"4933P","8541","2","4535"
"4935R","16866","1","4535"
"4935R","8541","2","4535"
"4936T","16866","1","4535"
"4936T","8541","2","4535"
"4937W","16866","1","4535"
"4937W","8541","2","4535"
"4944F","14526","1","4535"
"4945G","16873","1","4535"
"4945G","14526","2","4535"
"4946H","16873","1","4535"
"4946H","14526","2","4535"
"4947J","16874","1","4535"
"4947J","14526","2","4535"
"4948K","14526","1","4535"
"4949L","14526","1","4535"
"4950M","14526","1","4535"
"5004J","27581","1","4535"
"5027N","34245","1","4535"
"5045M","16723","1","4535"
"5046N","16723","1","4535"
"5047P","16723","1","4535"
"5054B","7606","1","4535"
"5054B","7607","2","4535"
"5061J","7606","1","4535"
"5061J","7607","2","4535"
"5063L","8211","1","4535"
"5063L","13808","2","4535"
"5082L","9977","1","4535"
"5095E","14170","1","4535"
"5110Y","33164","1","4535"
"5110Y","29791","2","4535"
"5115F","8211","1","4535"
"5115F","13808","2","4535"
"5116G","8211","1","4535"
"5116G","13808","2","4535"
"5117H","8211","1","4535"
"5117H","13808","2","4535"
"5143Q","14876","1","4535"
"5143Q","15467","2","4535"
"5143Q","7606","3","4535"
"5143Q","7607","4","4535"
"5144R","21984","1","4535"
"5145T","14876","1","4535"
"5145T","15467","2","4535"
"5145T","7606","3","4535"
"5145T","7607","4","4535"
"5150C","8211","1","4535"
"5150C","13808","2","4535"
"5163R","8211","1","4535"
"5163R","13808","2","4535"
"5168B","8211","1","4535"
"5168B","13808","2","4535"
"5168B","18949","3","4535"
"5169C","8211","1","4535"
"5169C","13808","2","4535"
"5170D","8211","1","4535"
"5170D","13808","2","4535"
"5190E","8211","1","4535"
"5190E","13808","2","4535"
"5191F","8211","1","4535"
"5191F","13808","2","4535"
"5194J","8211","1","4535"
"5194J","13808","2","4535"
"5195K","8211","1","4535"
"5195K","13808","2","4535"
"5197M","8211","1","4535"
"5197M","13808","2","4535"
"5205Y","16673","1","4535"
"5206B","16673","1","4535"
"5231H","8211","1","4535"
"5231H","13808","2","4535"
"5232J","8211","1","4535"
"5232J","13808","2","4535"
"5237P","8211","1","4535"
"5237P","13808","2","4535"
"5238Q","8211","1","4535"
"5238Q","13808","2","4535"
"5239R","8211","1","4535"
"5239R","13808","2","4535"
"5262Y","7606","1","4535"
"5262Y","7607","2","4535"
"5281Y","27706","1","4535"
"5281Y","33164","2","4535"
"5281Y","29791","3","4535"
"5281Y","27049","4","4535"
"5282B","27706","1","4535"
"5282B","33164","2","4535"
"5282B","29791","3","4535"
"5282B","27048","4","4535"
"5283C","27706","1","4535"
"5283C","27049","2","4535"
"5284D","27706","1","4535"
"5284D","27048","2","4535"
"5290K","9950","1","4535"
"5290K","7606","2","4535"
"5290K","7607","3","4535"
"5291L","9950","1","4535"
"5291L","7606","2","4535"
"5291L","7607","3","4535"
"5299X","7776","1","4535"
"5300Y","7776","1","4535"
"5337X","23025","1","4535"
"5337X","7607","2","4535"
"5338Y","7607","1","4535"
"5339B","7607","1","4535"
"5391R","8211","1","4535"
"5391R","25651","2","4535"
"5391R","27199","3","4535"
"5393W","8211","1","4535"
"5393W","13915","2","4535"
"5394X","8211","1","4535"
"5394X","13915","2","4535"
"5397C","33699","1","4535"
"5399E","8211","1","4535"
"5399E","8758","2","4535"
"5399E","13915","3","4535"
"5400F","8211","1","4535"
"5400F","8758","2","4535"
"5400F","13915","3","4535"
"5401G","8211","1","4535"
"5401G","7607","2","4535"
"5402H","8211","1","4535"
"5402H","7607","2","4535"
"5407N","8211","1","4535"
"5407N","8757","2","4535"
"5407N","8758","3","4535"
"5407N","8759","4","4535"
"5408P","8211","1","4535"
"5408P","8757","2","4535"
"5408P","8758","3","4535"
"5408P","8759","4","4535"
"5409Q","8211","1","4535"
"5409Q","8757","2","4535"
"5409Q","8758","3","4535"
"5409Q","8759","4","4535"
"5410R","8211","1","4535"
"5410R","8757","2","4535"
"5410R","8758","3","4535"
"5410R","8759","4","4535"
"5434B","33164","1","4535"
"5434B","29791","2","4535"
"5435C","33164","1","4535"
"5435C","29791","2","4535"
"5442K","7606","1","4535"
"5442K","7607","2","4535"
"5443L","14726","1","4535"
"5443L","19191","2","4535"
"5444M","14726","1","4535"
"5444M","19258","2","4535"
"5446P","22470","1","4535"
"5449T","14688","1","4535"
"5450W","14688","1","4535"
"5451X","7776","1","4535"
"5457F","33164","1","4535"
"5457F","29791","2","4535"
"5461K","12230","1","4535"
"5461K","7606","2","4535"
"5461K","7607","3","4535"
"5465P","7606","1","4535"
"5465P","7607","2","4535"
"5472B","15549","1","4535"
"5473C","15550","1","4535"
"5474D","32001","1","4535"
"5474D","32002","2","4535"
"5475E","32001","1","4535"
"5475E","32002","2","4535"
"5476F","32001","1","4535"
"5476F","32002","2","4535"
"5480K","14700","1","4535"
"5500L","7606","1","4535"
"5500L","7607","2","4535"
"5516H","13615","1","4535"
"5516H","13290","2","4535"
"5534G","14807","1","4535"
"5536J","14807","1","4535"
"5537K","14807","1","4535"
"5538L","14807","1","4535"
"5540N","14807","1","4535"
"5541P","14807","1","4535"
"5544T","14807","1","4535"
"5548B","14807","1","4535"
"5550D","14807","1","4535"
"5551E","14807","1","4535"
"5552F","14807","1","4535"
"5554H","14807","1","4535"
"5563T","14807","1","4535"
"5572G","7606","1","4535"
"5572G","7607","2","4535"
"5573H","7606","1","4535"
"5573H","7607","2","4535"
"5605B","31231","1","4535"
"5607D","11011","1","4535"
"5607D","7606","2","4535"
"5607D","7607","3","4535"
"5608E","11011","1","4535"
"5608E","7606","2","4535"
"5608E","7607","3","4535"
"5617P","20735","1","4535"
"5618Q","11011","1","4535"
"5618Q","7606","2","4535"
"5618Q","7607","3","4535"
"5619R","11011","1","4535"
"5619R","7606","2","4535"
"5619R","7607","3","4535"
"5626D","28980","1","4535"
"5627E","28980","1","4535"
"5628F","28980","1","4535"
"5629G","28980","1","4535"
"5630H","28980","1","4535"
"5733R","31195","1","4535"
"5733R","33077","2","4535"
"5733R","33164","3","4535"
"5733R","29791","4","4535"
"5733R","28912","5","4535"
"5733R","28500","6","4535"
"5734T","33077","1","4535"
"5734T","33164","2","4535"
"5734T","29791","3","4535"
"5734T","28500","4","4535"
"5735W","31195","1","4535"
"5735W","33077","2","4535"
"5735W","33164","3","4535"
"5735W","29791","4","4535"
"5735W","28912","5","4535"
"5735W","28500","6","4535"
"5742F","31677","1","4535"
"5744H","31678","1","4535"
"5751Q","7607","1","4535"
"5753T","32678","1","4535"
"5753T","33164","2","4535"
"5753T","29791","3","4535"
"5754W","31329","1","4535"
"5754W","33164","2","4535"
"5754W","29791","3","4535"
"5755X","27279","1","4535"
"5755X","33164","2","4535"
"5755X","29791","3","4535"
"5756Y","32663","1","4535"
"5756Y","33164","2","4535"
"5756Y","29791","3","4535"
"5757B","31231","1","4535"
"5757B","33164","2","4535"
"5757B","29791","3","4535"
"5758C","31110","1","4535"
"5758C","33164","2","4535"
"5758C","29791","3","4535"
"5777C","30913","1","4535"
"5778D","30913","1","4535"
"5779E","30913","1","4535"
"5783J","19967","1","4535"
"5783J","33337","2","4535"
"5784K","19967","1","4535"
"5784K","33337","2","4535"
"5785L","19967","1","4535"
"5785L","33337","2","4535"
"5786M","19967","1","4535"
"5786M","33337","2","4535"
"5815C","7607","1","4535"
"5816D","7607","1","4535"
"5817E","7607","1","4535"
"5818F","28584","1","4535"
"5819G","28584","1","4535"
"5820H","28584","1","4535"
"5822K","28584","1","4535"
"5824M","28584","1","4535"
"5825N","7607","1","4535"
"5825N","7608","2","4535"
"5826P","7606","1","4535"
"5826P","7607","2","4535"
"5826P","7608","3","4535"
"5827Q","7607","1","4535"
"5827Q","7608","2","4535"
"5828R","7606","1","4535"
"5828R","7607","2","4535"
"5828R","7608","3","4535"
"6100C","30081","1","4535"
"6101D","28980","1","4535"
"6102E","28980","1","4535"
"6138C","30081","1","4535"
"6138C","28500","2","4535"
"6182J","32881","1","4535"
"6182J","7607","2","4535"
"6182J","7608","3","4535"
"6227R","32304","1","4535"
"6228T","32305","1","4535"
"6229W","32306","1","4535"
"6284R","20735","1","4535"
"6291D","31677","1","4535"
"6292E","31678","1","4535"
"6311E","28584","1","4535"
"6313G","28584","1","4535"
"6314H","28584","1","4535"
"6315J","28584","1","4535"
"6316K","28584","1","4535"
"6317L","28584","1","4535"
"6318M","28584","1","4535"
"6319N","28584","1","4535"
"6335K","7607","1","4535"
"6336L","7607","1","4535"
"6366C","7607","1","4535"
"6367D","33077","1","4535"
"6367D","33164","2","4535"
"6367D","29791","3","4535"
"6367D","28500","4","4535"
"6397Q","31231","1","4535"
"6397Q","33164","2","4535"
"6397Q","29791","3","4535"
"6417R","28980","1","4535"
"6418T","28980","1","4535"
"6423C","30913","1","4535"
"6424D","30913","1","4535"
"6425E","30913","1","4535"
"6429J","11011","1","4535"
"6429J","7606","2","4535"
"6429J","7607","3","4535"
"6430K","11011","1","4535"
"6430K","7606","2","4535"
"6430K","7607","3","4535"
"6431L","33164","1","4535"
"6431L","29791","2","4535"
"6431L","28088","3","4535"
"6431L","7607","4","4535"
"6432M","33164","1","4535"
"6432M","29791","2","4535"
"6432M","28088","3","4535"
"6432M","7607","4","4535"
"6433N","33164","1","4535"
"6433N","29791","2","4535"
"6433N","28088","3","4535"
"6433N","7607","4","4535"
"6439X","33828","1","4535"
"6448J","32678","1","4535"
"6448J","33164","2","4535"
"6448J","29791","3","4535"
"6449K","33828","1","4535"
"6456T","7607","1","4535"
"6464F","7607","1","4535"
"6476W","28584","1","4535"
"6496X","32663","1","4535"
"6496X","33164","2","4535"
"6496X","29791","3","4535"
"6499C","25796","1","4535"
"6500D","25796","1","4535"
"7233Q","15626","1","4535"
"7236W","31722","1","4535"
"7246J","20811","1","4535"
"7249M","10370","1","4535"
"7264H","29190","1","4535"
"7265J","24661","1","4535"
"7265J","23973","2","4535"
"7266K","29190","1","4535"
"7266K","7607","2","4535"
"7267L","24661","1","4535"
"7267L","23973","2","4535"
"7273T","7608","1","4535"
"8000C","8211","1","4535"
"8000C","25651","2","4535"
"8000C","25574","3","4535"
"8007K","23717","1","4535"
"8007K","23729","2","4535"
"8007K","23730","3","4535"
"8007K","7606","4","4535"
"8007K","7607","5","4535"
"8008L","23717","1","4535"
"8008L","23729","2","4535"
"8008L","23730","3","4535"
"8016X","7606","1","4535"
"8016X","7607","2","4535"
"8035X","8211","1","4535"
"8035X","25651","2","4535"
"8035X","25574","3","4535"
"8086N","12230","1","4535"
"8094B","7606","1","4535"
"8094B","7607","2","4535"
"8101J","7606","1","4535"
"8101J","7607","2","4535"
"8140K","32789","1","4535"
"8144P","9950","1","4535"
"8144P","10728","2","4535"
"8144P","7606","3","4535"
"8144P","7607","4","4535"
"8171C","16678","1","4535"
"8179L","12335","1","4535"
"8179L","12369","2","4535"
"8189B","33274","1","4535"
"8196J","22470","1","4535"
"8196J","18495","2","4535"
"8196J","30379","3","4535"
"8198L","23717","1","4535"
"8200N","33674","1","4535"
"8200N","7606","2","4535"
"8200N","7607","3","4535"
