pbs_code,prescribing_txt_id,pt_position,schedule_code
"12016K","7606","2","4535"
"12016K","7607","3","4535"
"12017L","15277","1","4535"
"12017L","9086","2","4535"
"12017L","22551","3","4535"
"12017L","7608","4","4535"
"12018M","19967","1","4535"
"12018M","33337","2","4535"
"12019N","19967","1","4535"
"12019N","33337","2","4535"
"12020P","19967","1","4535"
"12020P","33337","2","4535"
"12021Q","32169","1","4535"
"12021Q","28500","2","4535"
"12021Q","7608","3","4535"
"12022R","8211","1","4535"
"12022R","7606","2","4535"
"12022R","7607","3","4535"
"12024W","8211","1","4535"
"12024W","13808","2","4535"
"12026Y","19967","1","4535"
"12026Y","33337","2","4535"
"12027B","31763","1","4535"
"12027B","7606","2","4535"
"12028C","31763","1","4535"
"12028C","7606","2","4535"
"12028C","7607","3","4535"
"12028C","25745","4","4535"
"12029D","34175","1","4535"
"12029D","22705","2","4535"
"12031F","8211","1","4535"
"12031F","7606","2","4535"
"12031F","7607","3","4535"
"12032G","8211","1","4535"
"12032G","13808","2","4535"
"12033H","7606","1","4535"
"12033H","7607","2","4535"
"12033H","7608","3","4535"
"12034J","19967","1","4535"
"12034J","33337","2","4535"
"12035K","19967","1","4535"
"12035K","33337","2","4535"
"12036L","19967","1","4535"
"12036L","33337","2","4535"
"12036L","28500","3","4535"
"12037M","19967","1","4535"
"12037M","33337","2","4535"
"12037M","28500","3","4535"
"12038N","19967","1","4535"
"12038N","33337","2","4535"
"12038N","28500","3","4535"
"12039P","19967","1","4535"
"12039P","33337","2","4535"
"12039P","28500","3","4535"
"12040Q","31763","1","4535"
"12040Q","7606","2","4535"
"12041R","34175","1","4535"
"12041R","22706","2","4535"
"12043W","32169","1","4535"
"12043W","28500","2","4535"
"12043W","7608","3","4535"
"12045Y","8211","1","4535"
"12045Y","13808","2","4535"
"12046B","8211","1","4535"
"12046B","7606","2","4535"
"12046B","7607","3","4535"
"12047C","8211","1","4535"
"12047C","7606","2","4535"
"12047C","7607","3","4535"
"12049E","7608","1","4535"
"12050F","19967","1","4535"
"12050F","33337","2","4535"
"12050F","28500","3","4535"
"12051G","32169","1","4535"
"12051G","19809","2","4535"
"12051G","28584","3","4535"
"12051G","7608","4","4535"
"12052H","32169","1","4535"
"12052H","19809","2","4535"
"12052H","27030","3","4535"
"12052H","28584","4","4535"
"12052H","7608","5","4535"
"12054K","8211","1","4535"
"12054K","13808","2","4535"
"12055L","8211","1","4535"
"12055L","25651","2","4535"
"12055L","25574","3","4535"
"12056M","7606","1","4535"
"12056M","7607","2","4535"
"12056M","7608","3","4535"
"12057N","19967","1","4535"
"12057N","33337","2","4535"
"12057N","28500","3","4535"
"12058P","19967","1","4535"
"12058P","33337","2","4535"
"12059Q","19967","1","4535"
"12059Q","33337","2","4535"
"12060R","19967","1","4535"
"12060R","33337","2","4535"
"12061T","19967","1","4535"
"12061T","33337","2","4535"
"12062W","19967","1","4535"
"12062W","33337","2","4535"
"12062W","28500","3","4535"
"12063X","31763","1","4535"
"12063X","7606","2","4535"
"12064Y","32169","1","4535"
"12064Y","19809","2","4535"
"12064Y","27030","3","4535"
"12064Y","28584","4","4535"
"12064Y","7608","5","4535"
"12065B","8211","1","4535"
"12065B","7606","2","4535"
"12065B","7607","3","4535"
"12066C","8211","1","4535"
"12066C","13808","2","4535"
"12067D","8211","1","4535"
"12067D","13808","2","4535"
"12068E","19967","1","4535"
"12068E","33337","2","4535"
"12069F","19967","1","4535"
"12069F","33337","2","4535"
"12070G","19967","1","4535"
"12070G","33337","2","4535"
"12071H","19967","1","4535"
"12071H","33337","2","4535"
"12072J","24978","1","4535"
"12074L","8211","1","4535"
"12074L","13808","2","4535"
"12075M","7608","1","4535"
"12076N","7606","1","4535"
"12076N","7607","2","4535"
"12076N","7608","3","4535"
"12078Q","7606","1","4535"
"12078Q","7607","2","4535"
"12078Q","7608","3","4535"
"12080T","33767","1","4535"
"12080T","7608","2","4535"
"12082X","9915","1","4535"
"12082X","22301","2","4535"
"12082X","22302","3","4535"
"12082X","21822","4","4535"
"12082X","21825","5","4535"
"12083Y","26165","1","4535"
"12083Y","7606","2","4535"
"12083Y","7607","3","4535"
"12083Y","30624","4","4535"
"12083Y","28500","5","4535"
"12084B","26165","1","4535"
"12084B","7606","2","4535"
"12084B","7607","3","4535"
"12084B","30624","4","4535"
"12084B","28496","5","4535"
"12085C","26165","1","4535"
"12085C","7606","2","4535"
"12085C","7607","3","4535"
"12085C","30624","4","4535"
"12085C","28500","5","4535"
"12086D","26165","1","4535"
"12086D","7606","2","4535"
"12086D","7607","3","4535"
"12086D","30624","4","4535"
"12086D","28496","5","4535"
"12087E","15277","1","4535"
"12087E","9086","2","4535"
"12087E","22551","3","4535"
"12087E","7608","4","4535"
"12089G","22301","1","4535"
"12089G","10615","2","4535"
"12089G","22302","3","4535"
"12089G","21822","4","4535"
"12089G","21825","5","4535"
"12090H","26165","1","4535"
"12090H","7606","2","4535"
"12090H","7607","3","4535"
"12090H","30624","4","4535"
"12090H","28496","5","4535"
"12091J","25796","1","4535"
"12091J","7606","2","4535"
"12091J","7607","3","4535"
"12091J","7608","4","4535"
"12092K","7608","1","4535"
"12093L","22301","1","4535"
"12093L","10615","2","4535"
"12093L","22302","3","4535"
"12093L","21822","4","4535"
"12093L","21825","5","4535"
"12094M","26165","1","4535"
"12094M","30624","2","4535"
"12094M","28500","3","4535"
"12094M","7606","4","4535"
"12095N","26165","1","4535"
"12095N","7606","2","4535"
"12095N","7607","3","4535"
"12095N","30624","4","4535"
"12095N","28500","5","4535"
"12096P","25796","1","4535"
"12096P","7606","2","4535"
"12096P","7607","3","4535"
"12096P","7608","4","4535"
"12097Q","7607","1","4535"
"12097Q","7608","2","4535"
"12098R","7607","1","4535"
"12098R","7608","2","4535"
"12099T","26165","1","4535"
"12099T","7606","2","4535"
"12099T","7607","3","4535"
"12099T","30624","4","4535"
"12099T","28496","5","4535"
"12101X","22301","1","4535"
"12101X","10615","2","4535"
"12101X","22302","3","4535"
"12101X","21822","4","4535"
"12101X","21825","5","4535"
"12102Y","26165","1","4535"
"12102Y","30624","2","4535"
"12102Y","28500","3","4535"
"12102Y","7606","4","4535"
"12105D","26165","1","4535"
"12105D","7606","2","4535"
"12105D","7607","3","4535"
"12105D","30624","4","4535"
"12105D","28500","5","4535"
"12111K","21334","1","4535"
"12112L","31333","1","4535"
"12113M","26292","1","4535"
"12116Q","33842","1","4535"
"12116Q","33040","2","4535"
"12116Q","29646","3","4535"
"12116Q","13099","4","4535"
"12116Q","25796","5","4535"
"12116Q","7606","6","4535"
"12116Q","7607","7","4535"
"12119W","25071","1","4535"
"12119W","7606","2","4535"
"12119W","7607","3","4535"
"12119W","7608","4","4535"
"12120X","25071","1","4535"
"12120X","25796","2","4535"
"12120X","7606","3","4535"
"12120X","7607","4","4535"
"12120X","7608","5","4535"
"12121Y","25071","1","4535"
"12121Y","7606","2","4535"
"12121Y","7607","3","4535"
"12121Y","7608","4","4535"
"12122B","25071","1","4535"
"12122B","7607","2","4535"
"12122B","7608","3","4535"
"12123C","7607","1","4535"
"12123C","7608","2","4535"
"12123C","25071","3","4535"
"12124D","7607","1","4535"
"12124D","7608","2","4535"
"12124D","25071","3","4535"
"12125E","7606","1","4535"
"12125E","7607","2","4535"
"12125E","7608","3","4535"
"12125E","25071","4","4535"
"12126F","21501","1","4535"
"12126F","7607","2","4535"
"12126F","7608","3","4535"
"12126F","25071","4","4535"
"12127G","7606","1","4535"
"12127G","7607","2","4535"
"12127G","7608","3","4535"
"12127G","25071","4","4535"
"12128H","25071","1","4535"
"12128H","7607","2","4535"
"12128H","7608","3","4535"
"12129J","21501","1","4535"
"12129J","7607","2","4535"
"12129J","7608","3","4535"
"12129J","25071","4","4535"
"12130K","25071","1","4535"
"12130K","25796","2","4535"
"12130K","7606","3","4535"
"12130K","7607","4","4535"
"12130K","7608","5","4535"
"12131L","7608","1","4535"
"12131L","7607","2","4535"
"12131L","26357","3","4535"
"12131L","29786","4","4535"
"12131L","26425","5","4535"
"12132M","7608","1","4535"
"12132M","7607","2","4535"
"12132M","26357","3","4535"
"12132M","29786","4","4535"
"12132M","26425","5","4535"
"12133N","24113","1","4535"
"12133N","7606","2","4535"
"12134P","11011","1","4535"
"12134P","7606","2","4535"
"12134P","7607","3","4535"
"12135Q","11011","1","4535"
"12135Q","7606","2","4535"
"12135Q","7607","3","4535"
"12137T","24113","1","4535"
"12137T","7606","2","4535"
"12138W","7606","1","4535"
"12138W","7607","2","4535"
"12139X","11011","1","4535"
"12139X","7606","2","4535"
"12139X","7607","3","4535"
"12140Y","11011","1","4535"
"12140Y","7606","2","4535"
"12140Y","7607","3","4535"
"12140Y","28500","4","4535"
"12141B","7608","1","4535"
"12141B","7607","2","4535"
"12141B","26357","3","4535"
"12141B","29786","4","4535"
"12141B","26425","5","4535"
"12143D","11011","1","4535"
"12143D","7606","2","4535"
"12143D","7607","3","4535"
"12143D","28500","4","4535"
"12144E","7606","1","4535"
"12144E","7607","2","4535"
"12145F","11011","1","4535"
"12145F","7606","2","4535"
"12145F","7607","3","4535"
"12146G","11011","1","4535"
"12146G","7606","2","4535"
"12146G","7607","3","4535"
"12147H","11011","1","4535"
"12147H","7606","2","4535"
"12147H","7607","3","4535"
"12148J","11011","1","4535"
"12148J","7606","2","4535"
"12148J","7607","3","4535"
"12149K","11011","1","4535"
"12149K","7606","2","4535"
"12149K","7607","3","4535"
"1214X","8211","1","4535"
"1214X","25574","2","4535"
"12150L","7606","1","4535"
"12150L","7607","2","4535"
"12151M","7606","1","4535"
"12151M","7607","2","4535"
"12152N","7608","1","4535"
"12152N","7607","2","4535"
"12152N","26357","3","4535"
"12152N","29786","4","4535"
"12152N","26425","5","4535"
"12153P","26425","1","4535"
"12153P","29786","2","4535"
"12153P","28500","3","4535"
"12153P","26357","4","4535"
"12153P","7607","5","4535"
"12153P","7608","6","4535"
"12154Q","26476","1","4535"
"12154Q","26477","2","4535"
"12155R","21501","1","4535"
"12155R","7607","2","4535"
"12155R","7608","3","4535"
"12156T","26476","1","4535"
"12156T","26477","2","4535"
"12157W","29271","1","4535"
"12157W","31279","2","4535"
"12157W","25796","3","4535"
"12157W","7608","4","4535"
"12158X","7606","1","4535"
"12158X","7607","2","4535"
"12158X","7608","3","4535"
"12159Y","21501","1","4535"
"12159Y","26443","2","4535"
"12159Y","7608","3","4535"
"1215Y","8211","1","4535"
"1215Y","25574","2","4535"
"12160B","7606","1","4535"
"12160B","7607","2","4535"
"12160B","7608","3","4535"
"12161C","25796","1","4535"
"12161C","7608","2","4535"
"12162D","26476","1","4535"
"12162D","26477","2","4535"
"12167J","26437","1","4535"
"12167J","14458","2","4535"
"12167J","21501","3","4535"
"12167J","7607","4","4535"
"12167J","7608","5","4535"
"12168K","21501","1","4535"
"12168K","7607","2","4535"
"12168K","7608","3","4535"
"12169L","25796","1","4535"
"12169L","7608","2","4535"
"12170M","29271","1","4535"
"12170M","31279","2","4535"
"12170M","25796","3","4535"
"12170M","7608","4","4535"
"12171N","26437","1","4535"
"12171N","14458","2","4535"
"12171N","21501","3","4535"
"12171N","7607","4","4535"
"12171N","7608","5","4535"
"12172P","7606","1","4535"
"12172P","7607","2","4535"
"12172P","7608","3","4535"
"12173Q","26476","1","4535"
"12173Q","26477","2","4535"
"12174R","21501","1","4535"
"12174R","26443","2","4535"
"12174R","7608","3","4535"
"12176W","28786","1","4535"
"12176W","28584","2","4535"
"12176W","7606","3","4535"
"12176W","7607","4","4535"
"12176W","7608","5","4535"
"12177X","28786","1","4535"
"12177X","28584","2","4535"
"12177X","7606","3","4535"
"12177X","7607","4","4535"
"12177X","7608","5","4535"
"12178Y","15277","1","4535"
"12178Y","9086","2","4535"
"12179B","26572","1","4535"
"12180C","11011","1","4535"
"12180C","7606","2","4535"
"12180C","7607","3","4535"
"12183F","22301","1","4535"
"12183F","10615","2","4535"
"12183F","22302","3","4535"
"12183F","21822","4","4535"
"12183F","21825","5","4535"
"12183F","26584","6","4535"
"12186J","11011","1","4535"
"12186J","7606","2","4535"
"12186J","7607","3","4535"
"12188L","30935","1","4535"
"12188L","11532","2","4535"
"12188L","25796","3","4535"
"12188L","7606","4","4535"
"12188L","7607","5","4535"
"12188L","7608","6","4535"
"12192Q","26492","1","4535"
"12192Q","7606","2","4535"
"12192Q","7607","3","4535"
"12193R","11532","1","4535"
"12193R","7606","2","4535"
"12193R","7607","3","4535"
"12194T","26571","1","4535"
"12197Y","7606","1","4535"
"12197Y","7607","2","4535"
"12198B","12230","1","4535"
"12198B","7606","2","4535"
"12198B","7607","3","4535"
"12199C","25796","1","4535"
"12199C","7606","2","4535"
"12199C","7607","3","4535"
"12199C","7608","4","4535"
"12201E","11011","1","4535"
"12201E","7606","2","4535"
"12201E","7607","3","4535"
"12204H","11532","1","4535"
"12204H","7606","2","4535"
"12204H","7607","3","4535"
"12205J","25796","1","4535"
"12205J","7606","2","4535"
"12205J","7607","3","4535"
"12205J","7608","4","4535"
"12209N","32678","1","4535"
"12209N","7606","2","4535"
"12209N","7607","3","4535"
"12209N","7608","4","4535"
"1220F","31231","1","4535"
"1220F","7606","2","4535"
"1220F","7607","3","4535"
"12212R","11011","1","4535"
"12212R","7606","2","4535"
"12212R","7607","3","4535"
"12214W","15277","1","4535"
"12214W","9086","2","4535"
"12217B","32678","1","4535"
"12217B","7606","2","4535"
"12217B","7607","3","4535"
"12217B","7608","4","4535"
"12218C","7606","1","4535"
"12218C","7607","2","4535"
"12218C","7608","3","4535"
"1221G","31231","1","4535"
"1221G","7606","2","4535"
"1221G","7607","3","4535"
"12220E","26672","1","4535"
"12220E","25796","2","4535"
"12220E","7607","3","4535"
"12220E","7608","4","4535"
"12223H","7606","1","4535"
"12223H","7607","2","4535"
"12223H","7608","3","4535"
"12225K","26672","1","4535"
"12225K","25796","2","4535"
"12225K","7607","3","4535"
"12225K","7608","4","4535"
"12226L","26672","1","4535"
"12226L","25796","2","4535"
"12226L","7607","3","4535"
"12226L","7608","4","4535"
"12228N","26672","1","4535"
"12228N","25796","2","4535"
"12228N","7607","3","4535"
"12228N","7608","4","4535"
"12230Q","26672","1","4535"
"12230Q","25796","2","4535"
"12230Q","7607","3","4535"
"12230Q","7608","4","4535"
"12231R","26672","1","4535"
"12231R","25796","2","4535"
"12231R","7607","3","4535"
"12231R","7608","4","4535"
"12232T","25796","1","4535"
"12232T","7606","2","4535"
"12232T","7607","3","4535"
"12232T","7608","4","4535"
"12233W","25796","1","4535"
"12233W","7607","2","4535"
"12233W","7606","3","4535"
"12233W","7608","4","4535"
"12235Y","28500","1","4535"
"12235Y","7606","2","4535"
"12235Y","7607","3","4535"
"12235Y","7608","4","4535"
"12235Y","26710","5","4535"
"12236B","7608","1","4535"
"12240F","28500","1","4535"
"12240F","7606","2","4535"
"12240F","7607","3","4535"
"12240F","7608","4","4535"
"12240F","26710","5","4535"
"12241G","28500","1","4535"
"12241G","7606","2","4535"
"12241G","7607","3","4535"
"12241G","7608","4","4535"
"12241G","26710","5","4535"
"12242H","28500","1","4535"
"12242H","7606","2","4535"
"12242H","7607","3","4535"
"12242H","7608","4","4535"
"12242H","26710","5","4535"
"12243J","7607","1","4535"
"12243J","21501","2","4535"
"12243J","7608","3","4535"
"12244K","7607","1","4535"
"12244K","21501","2","4535"
"12244K","7608","3","4535"
"12245L","28500","1","4535"
"12245L","7606","2","4535"
"12245L","7607","3","4535"
"12245L","7608","4","4535"
"12245L","26710","5","4535"
"12246M","28500","1","4535"
"12246M","7606","2","4535"
"12246M","7607","3","4535"
"12246M","7608","4","4535"
"12246M","26710","5","4535"
"12247N","28500","1","4535"
"12247N","7606","2","4535"
"12247N","7607","3","4535"
"12247N","7608","4","4535"
"12247N","26710","5","4535"
"12248P","28500","1","4535"
"12248P","7606","2","4535"
"12248P","7607","3","4535"
"12248P","7608","4","4535"
"12248P","26710","5","4535"
"12249Q","28500","1","4535"
"12249Q","7606","2","4535"
"12249Q","7607","3","4535"
"12249Q","7608","4","4535"
"12249Q","26710","5","4535"
"12251T","28500","1","4535"
"12251T","7606","2","4535"
"12251T","7607","3","4535"
"12251T","7608","4","4535"
"12251T","26710","5","4535"
"12252W","28500","1","4535"
"12252W","7606","2","4535"
"12252W","7607","3","4535"
"12252W","7608","4","4535"
"12252W","26710","5","4535"
"12253X","25745","1","4535"
"12253X","7606","2","4535"
"12253X","7607","3","4535"
"12253X","7608","4","4535"
"12253X","26710","5","4535"
"12257D","28500","1","4535"
"12257D","7606","2","4535"
"12257D","7607","3","4535"
"12257D","7608","4","4535"
"12257D","26710","5","4535"
"12258E","28500","1","4535"
"12258E","7606","2","4535"
"12258E","7607","3","4535"
"12258E","7608","4","4535"
"12258E","26710","5","4535"
"12259F","28500","1","4535"
"12259F","7606","2","4535"
"12259F","7607","3","4535"
"12259F","7608","4","4535"
"12259F","26710","5","4535"
"12260G","28500","1","4535"
"12260G","7606","2","4535"
"12260G","7607","3","4535"
"12260G","7608","4","4535"
"12260G","26710","5","4535"
"12263K","28500","1","4535"
"12263K","7606","2","4535"
"12263K","7607","3","4535"
"12263K","7608","4","4535"
"12263K","26710","5","4535"
"12264L","28500","1","4535"
"12264L","7606","2","4535"
"12264L","7607","3","4535"
"12264L","7608","4","4535"
"12264L","26710","5","4535"
"12265M","28500","1","4535"
"12265M","7606","2","4535"
"12265M","7607","3","4535"
"12265M","7608","4","4535"
"12265M","26710","5","4535"
"12266N","25745","1","4535"
"12266N","7606","2","4535"
"12266N","7607","3","4535"
"12266N","26710","4","4535"
"12266N","7608","5","4535"
"12270T","25796","1","4535"
"12270T","26832","2","4535"
"12270T","26833","3","4535"
"12270T","23730","4","4535"
"12270T","7813","5","4535"
"12270T","7606","6","4535"
"12270T","7607","7","4535"
"12271W","26856","1","4535"
"12271W","7606","2","4535"
"12271W","7607","3","4535"
"12271W","7608","4","4535"
"12272X","25796","1","4535"
"12272X","26832","2","4535"
"12272X","26833","3","4535"
"12272X","23730","4","4535"
"12272X","7813","5","4535"
"12272X","7606","6","4535"
"12272X","7607","7","4535"
"12275C","25796","1","4535"
"12275C","26832","2","4535"
"12275C","26833","3","4535"
"12275C","23730","4","4535"
"12275C","9552","5","4535"
"12275C","7606","6","4535"
"12275C","7607","7","4535"
"12276D","25796","1","4535"
"12276D","26832","2","4535"
"12276D","26833","3","4535"
"12276D","23730","4","4535"
"12276D","13413","5","4535"
"12276D","7606","6","4535"
"12276D","7607","7","4535"
"12277E","25796","1","4535"
"12277E","26832","2","4535"
"12277E","26833","3","4535"
"12277E","23730","4","4535"
"12277E","7606","5","4535"
"12277E","7607","6","4535"
"12278F","26856","1","4535"
"12278F","7606","2","4535"
"12278F","7607","3","4535"
"12278F","7608","4","4535"
"12281J","25796","1","4535"
"12281J","26832","2","4535"
"12281J","26833","3","4535"
"12281J","23730","4","4535"
"12281J","7813","5","4535"
"12281J","7606","6","4535"
"12281J","7607","7","4535"
"12282K","25796","1","4535"
"12282K","26832","2","4535"
"12282K","26833","3","4535"
"12282K","23730","4","4535"
"12282K","7606","5","4535"
"12282K","7607","6","4535"
"12283L","25796","1","4535"
"12283L","26832","2","4535"
"12283L","26833","3","4535"
"12283L","26898","4","4535"
"12283L","9785","5","4535"
"12283L","7606","6","4535"
"12283L","7607","7","4535"
"12283L","28962","8","4535"
"12284M","25796","1","4535"
"12284M","26832","2","4535"
"12284M","26833","3","4535"
"12284M","23730","4","4535"
"12284M","13413","5","4535"
"12284M","7606","6","4535"
"12284M","7607","7","4535"
"12286P","25796","1","4535"
"12286P","26832","2","4535"
"12286P","26833","3","4535"
"12286P","23730","4","4535"
"12286P","7606","5","4535"
"12286P","7607","6","4535"
"12287Q","25796","1","4535"
"12287Q","26832","2","4535"
"12287Q","26833","3","4535"
"12287Q","23730","4","4535"
"12287Q","9552","5","4535"
"12287Q","7606","6","4535"
"12287Q","7607","7","4535"
"12290W","25796","1","4535"
"12290W","26832","2","4535"
"12290W","26833","3","4535"
"12290W","26898","4","4535"
"12290W","9785","5","4535"
"12290W","7606","6","4535"
"12290W","7607","7","4535"
"12290W","28962","8","4535"
"12291X","34061","1","4535"
"12291X","26912","2","4535"
"12291X","26913","3","4535"
"12291X","25796","4","4535"
"12291X","7606","5","4535"
"12291X","7607","6","4535"
"12291X","7608","7","4535"
"12292Y","33680","1","4535"
"12292Y","26912","2","4535"
"12292Y","26913","3","4535"
"12292Y","25796","4","4535"
"12292Y","7606","5","4535"
"12292Y","7607","6","4535"
"12292Y","7608","7","4535"
"12293B","32169","1","4535"
"12293B","26994","2","4535"
"12293B","28584","3","4535"
"12293B","7608","4","4535"
"12294C","32169","1","4535"
"12294C","26994","2","4535"
"12294C","27030","3","4535"
"12294C","28584","4","4535"
"12294C","7608","5","4535"
"12295D","27030","1","4535"
"12295D","10615","2","4535"
"12295D","22301","3","4535"
"12295D","21976","4","4535"
"12295D","11429","5","4535"
"12295D","21822","6","4535"
"12295D","21977","7","4535"
"12297F","31763","1","4535"
"12297F","7606","2","4535"
"12297F","7608","3","4535"
"12298G","27030","1","4535"
"12298G","10615","2","4535"
"12298G","22301","3","4535"
"12298G","21976","4","4535"
"12298G","11429","5","4535"
"12298G","21822","6","4535"
"12298G","21977","7","4535"
"12301K","25796","1","4535"
"12301K","7606","2","4535"
"12301K","7607","3","4535"
"12301K","7608","4","4535"
"12302L","32169","1","4535"
"12302L","26994","2","4535"
"12302L","27030","3","4535"
"12302L","28584","4","4535"
"12302L","7608","5","4535"
"12304N","7607","1","4535"
"12304N","7608","2","4535"
"12307R","31763","1","4535"
"12307R","7606","2","4535"
"12307R","7607","3","4535"
"12307R","7608","4","4535"
"12309W","32169","1","4535"
"12309W","26994","2","4535"
"12309W","28584","3","4535"
"12309W","7608","4","4535"
"12310X","32169","1","4535"
"12310X","26994","2","4535"
"12310X","28584","3","4535"
"12310X","7608","4","4535"
"12311Y","8211","1","4535"
"12311Y","13808","2","4535"
"12313C","32169","1","4535"
"12313C","26994","2","4535"
"12313C","28584","3","4535"
"12313C","7608","4","4535"
"12314D","8211","1","4535"
"12314D","7606","2","4535"
"12314D","7607","3","4535"
"12315E","7607","1","4535"
"12315E","7608","2","4535"
"12316F","32169","1","4535"
"12316F","26994","2","4535"
"12316F","27030","3","4535"
"12316F","28584","4","4535"
"12316F","7608","5","4535"
"12318H","32169","1","4535"
"12318H","26994","2","4535"
"12318H","27030","3","4535"
"12318H","28584","4","4535"
"12318H","7608","5","4535"
"12321L","31763","1","4535"
"12321L","7606","2","4535"
"12321L","7608","3","4535"
"12322M","7607","1","4535"
"12322M","7608","2","4535"
"12323N","7607","1","4535"
"12323N","7608","2","4535"
"12325Q","29247","1","4535"
"12325Q","27391","2","4535"
"12325Q","27049","3","4535"
"12325Q","7607","4","4535"
"12326R","31231","1","4535"
"12326R","27049","2","4535"
"12326R","20652","3","4535"
"12326R","28496","4","4535"
"12326R","7606","5","4535"
"12326R","7607","6","4535"
"12327T","32678","1","4535"
"12327T","27049","2","4535"
"12327T","28496","3","4535"
"12327T","7606","4","4535"
"12327T","7607","5","4535"
"12328W","32678","1","4535"
"12328W","27048","2","4535"
"12328W","28496","3","4535"
"12328W","7606","4","4535"
"12328W","7607","5","4535"
"12329X","31231","1","4535"
"12329X","27048","2","4535"
"12329X","20652","3","4535"
"12329X","28496","4","4535"
"12329X","7606","5","4535"
"12329X","7607","6","4535"
"12330Y","33644","1","4535"
"12330Y","27048","2","4535"
"12330Y","7606","3","4535"
"12330Y","7607","4","4535"
"12331B","31407","1","4535"
"12331B","33164","2","4535"
"12331B","29791","3","4535"
"12331B","27049","4","4535"
"12331B","7606","5","4535"
"12331B","7607","6","4535"
"12332C","27279","1","4535"
"12332C","33164","2","4535"
"12332C","29791","3","4535"
"12332C","34034","4","4535"
"12332C","27047","5","4535"
"12332C","27134","6","4535"
"12332C","33720","7","4535"
"12332C","7607","8","4535"
"12333D","29247","1","4535"
"12333D","27391","2","4535"
"12333D","33164","3","4535"
"12333D","29791","4","4535"
"12333D","27049","5","4535"
"12333D","34034","6","4535"
"12333D","7607","7","4535"
"12334E","29247","1","4535"
"12334E","27391","2","4535"
"12334E","27048","3","4535"
"12334E","7607","4","4535"
"12335F","33077","1","4535"
"12335F","33164","2","4535"
"12335F","29791","3","4535"
"12335F","27048","4","4535"
"12335F","28500","5","4535"
"12337H","29247","1","4535"
"12337H","27391","2","4535"
"12337H","27047","3","4535"
"12337H","27134","4","4535"
"12337H","28500","5","4535"
"12337H","7607","6","4535"
"12338J","27279","1","4535"
"12338J","33164","2","4535"
"12338J","29791","3","4535"
"12338J","34034","4","4535"
"12338J","27049","5","4535"
"12338J","33720","6","4535"
"12338J","7607","7","4535"
"12339K","29247","1","4535"
"12339K","27391","2","4535"
"12339K","33164","3","4535"
"12339K","29791","4","4535"
"12339K","34034","5","4535"
"12339K","7607","6","4535"
"12340L","31407","1","4535"
"12340L","33164","2","4535"
"12340L","29791","3","4535"
"12340L","27048","4","4535"
"12340L","7606","5","4535"
"12340L","7607","6","4535"
"12341M","27279","1","4535"
"12341M","27048","2","4535"
"12341M","33720","3","4535"
"12341M","7607","4","4535"
"12342N","31110","1","4535"
"12342N","33164","2","4535"
"12342N","29791","3","4535"
"12342N","27048","4","4535"
"12342N","7606","5","4535"
"12342N","7607","6","4535"
"12345R","31329","1","4535"
"12345R","33164","2","4535"
"12345R","29791","3","4535"
"12345R","27048","4","4535"
"12347W","29247","1","4535"
"12347W","27391","2","4535"
"12347W","33164","3","4535"
"12347W","29791","4","4535"
"12347W","27048","5","4535"
"12347W","34034","6","4535"
"12347W","7607","7","4535"
"12348X","33077","1","4535"
"12348X","27049","2","4535"
"12348X","28496","3","4535"
"12348X","7606","4","4535"
"12348X","7607","5","4535"
"12349Y","33077","1","4535"
"12349Y","27047","2","4535"
"12349Y","27134","3","4535"
"12349Y","28496","4","4535"
"12349Y","7606","5","4535"
"12349Y","7607","6","4535"
"12350B","29247","1","4535"
"12350B","27391","2","4535"
"12350B","33164","3","4535"
"12350B","29791","4","4535"
"12350B","27047","5","4535"
"12350B","27134","6","4535"
"12350B","34034","7","4535"
"12350B","7607","8","4535"
"12351C","29247","1","4535"
"12351C","27391","2","4535"
"12351C","27047","3","4535"
"12351C","27134","4","4535"
"12351C","7607","5","4535"
"12352D","31329","1","4535"
"12352D","27048","2","4535"
"12352D","7606","3","4535"
"12352D","7607","4","4535"
"12353E","31407","1","4535"
"12353E","27048","2","4535"
"12353E","7606","3","4535"
"12353E","7607","4","4535"
"12354F","27279","1","4535"
"12354F","27047","2","4535"
"12354F","27134","3","4535"
"12354F","28500","4","4535"
"12355G","33077","1","4535"
"12355G","27048","2","4535"
"12355G","28496","3","4535"
"12355G","7606","4","4535"
"12355G","7607","5","4535"
"12356H","33644","1","4535"
"12356H","33164","2","4535"
"12356H","29791","3","4535"
"12356H","27048","4","4535"
"12356H","28584","5","4535"
"12356H","7606","6","4535"
"12356H","7607","7","4535"
"12357J","29247","1","4535"
"12357J","27391","2","4535"
"12357J","27047","3","4535"
"12357J","27134","4","4535"
"12357J","28500","5","4535"
"12357J","7607","6","4535"
"12358K","29247","1","4535"
"12358K","27391","2","4535"
"12358K","27048","3","4535"
"12358K","28500","4","4535"
"12358K","7607","5","4535"
"12359L","29247","1","4535"
"12359L","27391","2","4535"
"12359L","33164","3","4535"
"12359L","29791","4","4535"
"12359L","27049","5","4535"
"12359L","34034","6","4535"
"12359L","7607","7","4535"
"12360M","31407","1","4535"
"12360M","33164","2","4535"
"12360M","29791","3","4535"
"12360M","7606","4","4535"
"12360M","7607","5","4535"
"12361N","32678","1","4535"
"12361N","27049","2","4535"
"12361N","7606","3","4535"
"12361N","7607","4","4535"
"12362P","32663","1","4535"
"12362P","33164","2","4535"
