li_item_id,percentage_applied,event_type_code,schedule_code
"12011E_8839_1344_5820_56348","40.18","SPR_SINGLE_PD","4535"
"12011E_8839_1344_5820_7092","40.18","SPR_SINGLE_PD","4535"
"12012F_8839_1344_48149_48156","40.18","SPR_SINGLE_PD","4535"
"12012F_8839_1344_48149_55275","40.18","SPR_SINGLE_PD","4535"
"12012F_8839_1344_48149_55280","40.18","SPR_SINGLE_PD","4535"
"12012F_8839_1344_48149_55285","40.18","SPR_SINGLE_PD","4535"
"12018M_9505_1344_48151_48157","40.18","SPR_SINGLE_PD","4535"
"12018M_9505_1344_48151_55292","40.18","SPR_SINGLE_PD","4535"
"12018M_9505_1344_48151_55296","40.18","SPR_SINGLE_PD","4535"
"12018M_9505_1344_48151_55301","40.18","SPR_SINGLE_PD","4535"
"12019N_9505_1344_48151_48157","40.18","SPR_SINGLE_PD","4535"
"12019N_9505_1344_48151_55292","40.18","SPR_SINGLE_PD","4535"
"12019N_9505_1344_48151_55296","40.18","SPR_SINGLE_PD","4535"
"12019N_9505_1344_48151_55301","40.18","SPR_SINGLE_PD","4535"
"12020P_8839_1344_5820_55276","40.18","SPR_SINGLE_PD","4535"
"12020P_8839_1344_5820_55278","40.18","SPR_SINGLE_PD","4535"
"12020P_8839_1344_5820_55286","40.18","SPR_SINGLE_PD","4535"
"12020P_8839_1344_5820_56348","40.18","SPR_SINGLE_PD","4535"
"12020P_8839_1344_5820_7092","40.18","SPR_SINGLE_PD","4535"
"12026Y_8839_1344_5820_55276","40.18","SPR_SINGLE_PD","4535"
"12026Y_8839_1344_5820_55278","40.18","SPR_SINGLE_PD","4535"
"12026Y_8839_1344_5820_55286","40.18","SPR_SINGLE_PD","4535"
"12026Y_8839_1344_5820_56348","40.18","SPR_SINGLE_PD","4535"
"12026Y_8839_1344_5820_7092","40.18","SPR_SINGLE_PD","4535"
"12034J_11577_1344_5822_55212","40.18","SPR_SINGLE_PD","4535"
"12034J_11577_1344_5822_55214","40.18","SPR_SINGLE_PD","4535"
"12034J_11577_1344_5822_55215","40.18","SPR_SINGLE_PD","4535"
"12034J_11577_1344_5822_56350","40.18","SPR_SINGLE_PD","4535"
"12034J_11577_1344_5822_7094","40.18","SPR_SINGLE_PD","4535"
"12035K_11577_1344_48153_48158","40.18","SPR_SINGLE_PD","4535"
"12035K_11577_1344_48153_55207","40.18","SPR_SINGLE_PD","4535"
"12035K_11577_1344_48153_55209","40.18","SPR_SINGLE_PD","4535"
"12035K_11577_1344_48153_55210","40.18","SPR_SINGLE_PD","4535"
"12036L_9505_1344_5821_55293","40.18","SPR_SINGLE_PD","4535"
"12036L_9505_1344_5821_55295","40.18","SPR_SINGLE_PD","4535"
"12036L_9505_1344_5821_55302","40.18","SPR_SINGLE_PD","4535"
"12036L_9505_1344_5821_56349","40.18","SPR_SINGLE_PD","4535"
"12036L_9505_1344_5821_7093","40.18","SPR_SINGLE_PD","4535"
"12037M_9505_1344_5821_55293","40.18","SPR_SINGLE_PD","4535"
"12037M_9505_1344_5821_55295","40.18","SPR_SINGLE_PD","4535"
"12037M_9505_1344_5821_55302","40.18","SPR_SINGLE_PD","4535"
"12037M_9505_1344_5821_56349","40.18","SPR_SINGLE_PD","4535"
"12037M_9505_1344_5821_7093","40.18","SPR_SINGLE_PD","4535"
"12038N_11577_1344_5822_55212","40.18","SPR_SINGLE_PD","4535"
"12038N_11577_1344_5822_55214","40.18","SPR_SINGLE_PD","4535"
"12038N_11577_1344_5822_55215","40.18","SPR_SINGLE_PD","4535"
"12038N_11577_1344_5822_56350","40.18","SPR_SINGLE_PD","4535"
"12038N_11577_1344_5822_7094","40.18","SPR_SINGLE_PD","4535"
"12039P_11577_1344_5822_55212","40.18","SPR_SINGLE_PD","4535"
"12039P_11577_1344_5822_55214","40.18","SPR_SINGLE_PD","4535"
"12039P_11577_1344_5822_55215","40.18","SPR_SINGLE_PD","4535"
"12039P_11577_1344_5822_56350","40.18","SPR_SINGLE_PD","4535"
"12039P_11577_1344_5822_7094","40.18","SPR_SINGLE_PD","4535"
"12050F_8119_1344_5819_55198","40.18","SPR_SINGLE_PD","4535"
"12050F_8119_1344_5819_55199","40.18","SPR_SINGLE_PD","4535"
"12050F_8119_1344_5819_55200","40.18","SPR_SINGLE_PD","4535"
"12050F_8119_1344_5819_56347","40.18","SPR_SINGLE_PD","4535"
"12050F_8119_1344_5819_7091","40.18","SPR_SINGLE_PD","4535"
"12057N_8119_1344_5819_55198","40.18","SPR_SINGLE_PD","4535"
"12057N_8119_1344_5819_55199","40.18","SPR_SINGLE_PD","4535"
"12057N_8119_1344_5819_55200","40.18","SPR_SINGLE_PD","4535"
"12057N_8119_1344_5819_56347","40.18","SPR_SINGLE_PD","4535"
"12057N_8119_1344_5819_7091","40.18","SPR_SINGLE_PD","4535"
"12058P_11577_1344_48153_48158","40.18","SPR_SINGLE_PD","4535"
"12058P_11577_1344_48153_55207","40.18","SPR_SINGLE_PD","4535"
"12058P_11577_1344_48153_55209","40.18","SPR_SINGLE_PD","4535"
"12058P_11577_1344_48153_55210","40.18","SPR_SINGLE_PD","4535"
"12059Q_9505_1344_5821_55293","40.18","SPR_SINGLE_PD","4535"
"12059Q_9505_1344_5821_55295","40.18","SPR_SINGLE_PD","4535"
"12059Q_9505_1344_5821_55302","40.18","SPR_SINGLE_PD","4535"
"12059Q_9505_1344_5821_56349","40.18","SPR_SINGLE_PD","4535"
"12059Q_9505_1344_5821_7093","40.18","SPR_SINGLE_PD","4535"
"12060R_8119_1344_5819_55198","40.18","SPR_SINGLE_PD","4535"
"12060R_8119_1344_5819_55199","40.18","SPR_SINGLE_PD","4535"
"12060R_8119_1344_5819_55200","40.18","SPR_SINGLE_PD","4535"
"12060R_8119_1344_5819_56347","40.18","SPR_SINGLE_PD","4535"
"12060R_8119_1344_5819_7091","40.18","SPR_SINGLE_PD","4535"
"12061T_8119_1344_5819_55198","40.18","SPR_SINGLE_PD","4535"
"12061T_8119_1344_5819_55199","40.18","SPR_SINGLE_PD","4535"
"12061T_8119_1344_5819_55200","40.18","SPR_SINGLE_PD","4535"
"12061T_8119_1344_5819_56347","40.18","SPR_SINGLE_PD","4535"
"12061T_8119_1344_5819_7091","40.18","SPR_SINGLE_PD","4535"
"12062W_8839_1344_5820_55276","40.18","SPR_SINGLE_PD","4535"
"12062W_8839_1344_5820_55278","40.18","SPR_SINGLE_PD","4535"
"12062W_8839_1344_5820_55286","40.18","SPR_SINGLE_PD","4535"
"12062W_8839_1344_5820_56348","40.18","SPR_SINGLE_PD","4535"
"12062W_8839_1344_5820_7092","40.18","SPR_SINGLE_PD","4535"
"12068E_9505_1344_5821_55293","40.18","SPR_SINGLE_PD","4535"
"12068E_9505_1344_5821_55295","40.18","SPR_SINGLE_PD","4535"
"12068E_9505_1344_5821_55302","40.18","SPR_SINGLE_PD","4535"
"12068E_9505_1344_5821_56349","40.18","SPR_SINGLE_PD","4535"
"12068E_9505_1344_5821_7093","40.18","SPR_SINGLE_PD","4535"
"12069F_8839_1344_48149_48156","40.18","SPR_SINGLE_PD","4535"
"12069F_8839_1344_48149_55275","40.18","SPR_SINGLE_PD","4535"
"12069F_8839_1344_48149_55280","40.18","SPR_SINGLE_PD","4535"
"12069F_8839_1344_48149_55285","40.18","SPR_SINGLE_PD","4535"
"12070G_8119_1344_48147_48155","40.18","SPR_SINGLE_PD","4535"
"12070G_8119_1344_48147_55193","40.18","SPR_SINGLE_PD","4535"
"12070G_8119_1344_48147_55194","40.18","SPR_SINGLE_PD","4535"
"12070G_8119_1344_48147_55195","40.18","SPR_SINGLE_PD","4535"
"12071H_11577_1344_5822_55212","40.18","SPR_SINGLE_PD","4535"
"12071H_11577_1344_5822_55214","40.18","SPR_SINGLE_PD","4535"
"12071H_11577_1344_5822_55215","40.18","SPR_SINGLE_PD","4535"
"12071H_11577_1344_5822_56350","40.18","SPR_SINGLE_PD","4535"
"12071H_11577_1344_5822_7094","40.18","SPR_SINGLE_PD","4535"
"12134P_11617_1183_5394_43057","30.58","SPR_SINGLE_PD","4535"
"12134P_11617_1183_5394_43068","30.58","SPR_SINGLE_PD","4535"
"12134P_11617_1183_5394_46062","30.58","SPR_SINGLE_PD","4535"
"12139X_11617_1183_5394_43057","30.58","SPR_SINGLE_PD","4535"
"12139X_11617_1183_5394_43068","30.58","SPR_SINGLE_PD","4535"
"12139X_11617_1183_5394_46062","30.58","SPR_SINGLE_PD","4535"
"12140Y_11617_1183_5394_43057","30.58","SPR_SINGLE_PD","4535"
"12140Y_11617_1183_5394_43068","30.58","SPR_SINGLE_PD","4535"
"12140Y_11617_1183_5394_46062","30.58","SPR_SINGLE_PD","4535"
"12143D_11617_1183_5394_43057","30.58","SPR_SINGLE_PD","4535"
"12143D_11617_1183_5394_43068","30.58","SPR_SINGLE_PD","4535"
"12143D_11617_1183_5394_46062","30.58","SPR_SINGLE_PD","4535"
"12145F_11617_1183_5394_43057","30.58","SPR_SINGLE_PD","4535"
"12145F_11617_1183_5394_43068","30.58","SPR_SINGLE_PD","4535"
"12145F_11617_1183_5394_46062","30.58","SPR_SINGLE_PD","4535"
"12146G_9535_1183_5393_43058","30.58","SPR_SINGLE_PD","4535"
"12146G_9535_1183_5393_43064","30.58","SPR_SINGLE_PD","4535"
"12146G_9535_1183_5393_43065","30.58","SPR_SINGLE_PD","4535"
"12146G_9535_1183_5393_43069","30.58","SPR_SINGLE_PD","4535"
"12146G_9535_1183_5393_46061","30.58","SPR_SINGLE_PD","4535"
"12146G_9535_1183_5393_66061","30.58","SPR_SINGLE_PD","4535"
"12148J_11617_1183_5394_43057","30.58","SPR_SINGLE_PD","4535"
"12148J_11617_1183_5394_43068","30.58","SPR_SINGLE_PD","4535"
"12148J_11617_1183_5394_46062","30.58","SPR_SINGLE_PD","4535"
"12149K_9535_1183_5393_43058","30.58","SPR_SINGLE_PD","4535"
"12149K_9535_1183_5393_43064","30.58","SPR_SINGLE_PD","4535"
"12149K_9535_1183_5393_43065","30.58","SPR_SINGLE_PD","4535"
"12149K_9535_1183_5393_43069","30.58","SPR_SINGLE_PD","4535"
"12149K_9535_1183_5393_46061","30.58","SPR_SINGLE_PD","4535"
"12149K_9535_1183_5393_66061","30.58","SPR_SINGLE_PD","4535"
"12180C_11599_1351_5833_50650","11.71","SPR_SINGLE_PD","4535"
"12180C_11599_1351_5833_50977","11.71","SPR_SINGLE_PD","4535"
"12180C_11599_1351_5833_55329","11.71","SPR_SINGLE_PD","4535"
"12180C_11599_1351_5833_7105","11.71","SPR_SINGLE_PD","4535"
"12186J_11599_1351_5833_50650","11.71","SPR_SINGLE_PD","4535"
"12186J_11599_1351_5833_50977","11.71","SPR_SINGLE_PD","4535"
"12186J_11599_1351_5833_55329","11.71","SPR_SINGLE_PD","4535"
"12186J_11599_1351_5833_7105","11.71","SPR_SINGLE_PD","4535"
"12192Q_22877_1341_47000_47009","17.65","SPR_SINGLE_PD","4535"
"12192Q_22877_1341_47000_58527","17.65","SPR_SINGLE_PD","4535"
"12192Q_22877_1341_47000_59089","17.65","SPR_SINGLE_PD","4535"
"12192Q_22877_1341_47000_59318","17.65","SPR_SINGLE_PD","4535"
"12192Q_22877_1341_47000_66293","17.65","SPR_SINGLE_PD","4535"
"12197Y_22877_1341_47000_47009","17.65","SPR_SINGLE_PD","4535"
"12197Y_22877_1341_47000_58527","17.65","SPR_SINGLE_PD","4535"
"12197Y_22877_1341_47000_59089","17.65","SPR_SINGLE_PD","4535"
"12197Y_22877_1341_47000_59318","17.65","SPR_SINGLE_PD","4535"
"12197Y_22877_1341_47000_66293","17.65","SPR_SINGLE_PD","4535"
"12201E_10211_1351_5834_50649","11.71","SPR_SINGLE_PD","4535"
"12201E_10211_1351_5834_50976","11.71","SPR_SINGLE_PD","4535"
"12201E_10211_1351_5834_56305","11.71","SPR_SINGLE_PD","4535"
"12201E_10211_1351_5834_7106","11.71","SPR_SINGLE_PD","4535"
"12212R_10211_1351_5834_50649","11.71","SPR_SINGLE_PD","4535"
"12212R_10211_1351_5834_50976","11.71","SPR_SINGLE_PD","4535"
"12212R_10211_1351_5834_56305","11.71","SPR_SINGLE_PD","4535"
"12212R_10211_1351_5834_7106","11.71","SPR_SINGLE_PD","4535"
"12219D_26274_1275_54026_54030","48.62","SPR_SINGLE_PD","4535"
"12219D_26274_1275_54026_54649","48.62","SPR_SINGLE_PD","4535"
"12219D_9718_1275_5643_51836","48.62","SPR_SINGLE_PD","4535"
"12219D_9718_1275_5643_51961","48.62","SPR_SINGLE_PD","4535"
"12219D_9718_1275_5643_53217","48.62","SPR_SINGLE_PD","4535"
"12219D_9718_1275_5643_53222","48.62","SPR_SINGLE_PD","4535"
"12219D_9718_1275_5643_54785","48.62","SPR_SINGLE_PD","4535"
"12219D_9718_1275_5643_57980","48.62","SPR_SINGLE_PD","4535"
"12227M_26274_1275_54026_54030","48.62","SPR_SINGLE_PD","4535"
"12227M_26274_1275_54026_54649","48.62","SPR_SINGLE_PD","4535"
"12227M_9718_1275_5643_51836","48.62","SPR_SINGLE_PD","4535"
"12227M_9718_1275_5643_51961","48.62","SPR_SINGLE_PD","4535"
"12227M_9718_1275_5643_53217","48.62","SPR_SINGLE_PD","4535"
"12227M_9718_1275_5643_53222","48.62","SPR_SINGLE_PD","4535"
"12227M_9718_1275_5643_54785","48.62","SPR_SINGLE_PD","4535"
"12227M_9718_1275_5643_57980","48.62","SPR_SINGLE_PD","4535"
"12626M_10285_1367_5878_53366","31.11","SPR_SINGLE_PD","4535"
"12626M_10285_1367_5878_53370","31.11","SPR_SINGLE_PD","4535"
"12626M_10285_1367_5878_53374","31.11","SPR_SINGLE_PD","4535"
"12626M_10285_1367_5878_53519","31.11","SPR_SINGLE_PD","4535"
"12626M_10285_1367_5878_53531","31.11","SPR_SINGLE_PD","4535"
"12626M_10285_1367_5878_7155","31.11","SPR_SINGLE_PD","4535"
"12627N_8935_1367_5876_53368","31.11","SPR_SINGLE_PD","4535"
"12627N_8935_1367_5876_53372","31.11","SPR_SINGLE_PD","4535"
"12627N_8935_1367_5876_53376","31.11","SPR_SINGLE_PD","4535"
"12627N_8935_1367_5876_53517","31.11","SPR_SINGLE_PD","4535"
"12627N_8935_1367_5876_53529","31.11","SPR_SINGLE_PD","4535"
"12627N_8935_1367_5876_7153","31.11","SPR_SINGLE_PD","4535"
"12633X_8235_1367_5879_53515","31.11","SPR_SINGLE_PD","4535"
"12633X_8235_1367_5879_53526","31.11","SPR_SINGLE_PD","4535"
"12633X_8235_1367_5879_7156","31.11","SPR_SINGLE_PD","4535"
"12634Y_8235_1367_5875_53367","31.11","SPR_SINGLE_PD","4535"
"12634Y_8235_1367_5875_53371","31.11","SPR_SINGLE_PD","4535"
"12634Y_8235_1367_5875_53375","31.11","SPR_SINGLE_PD","4535"
"12634Y_8235_1367_5875_53516","31.11","SPR_SINGLE_PD","4535"
"12634Y_8235_1367_5875_53527","31.11","SPR_SINGLE_PD","4535"
"12634Y_8235_1367_5875_7152","31.11","SPR_SINGLE_PD","4535"
"12649R_8935_1367_5880_53528","31.11","SPR_SINGLE_PD","4535"
"12649R_8935_1367_5880_7157","31.11","SPR_SINGLE_PD","4535"
"12658F_10961_1367_5877_53369","31.11","SPR_SINGLE_PD","4535"
"12658F_10961_1367_5877_53373","31.11","SPR_SINGLE_PD","4535"
"12658F_10961_1367_5877_53377","31.11","SPR_SINGLE_PD","4535"
"12658F_10961_1367_5877_53518","31.11","SPR_SINGLE_PD","4535"
"12658F_10961_1367_5877_53530","31.11","SPR_SINGLE_PD","4535"
"12658F_10961_1367_5877_7154","31.11","SPR_SINGLE_PD","4535"
"12661J_16237_33785_47651_47653","30.78","SPR_SINGLE_PD","4535"
"12661J_16237_33785_47651_54710","30.78","SPR_SINGLE_PD","4535"
"12661J_16237_33785_47651_54870","30.78","SPR_SINGLE_PD","4535"
"12665N_16237_33785_47651_47653","30.78","SPR_SINGLE_PD","4535"
"12665N_16237_33785_47651_54710","30.78","SPR_SINGLE_PD","4535"
"12665N_16237_33785_47651_54870","30.78","SPR_SINGLE_PD","4535"
"12666P_16236_33785_47646_47650","30.78","SPR_SINGLE_PD","4535"
"12666P_16236_33785_47646_54707","30.78","SPR_SINGLE_PD","4535"
"12666P_16236_33785_47646_54869","30.78","SPR_SINGLE_PD","4535"
"12668R_16236_33785_47646_47650","30.78","SPR_SINGLE_PD","4535"
"12668R_16236_33785_47646_54707","30.78","SPR_SINGLE_PD","4535"
"12668R_16236_33785_47646_54869","30.78","SPR_SINGLE_PD","4535"
"12681K_21070_1130_41223_41225","35.75","SPR_SINGLE_PD","4535"
"12681K_21070_1130_41223_41558","35.75","SPR_SINGLE_PD","4535"
"12681K_21070_1130_41223_42214","35.75","SPR_SINGLE_PD","4535"
"12681K_21070_1130_41223_59220","35.75","SPR_SINGLE_PD","4535"
"12709X_21069_1130_41218_41220","35.75","SPR_SINGLE_PD","4535"
"12709X_21069_1130_41218_58944","35.75","SPR_SINGLE_PD","4535"
"12710Y_21069_1130_41218_41220","35.75","SPR_SINGLE_PD","4535"
"12710Y_21069_1130_41218_58944","35.75","SPR_SINGLE_PD","4535"
"12711B_21070_1130_41223_41225","35.75","SPR_SINGLE_PD","4535"
"12711B_21070_1130_41223_41558","35.75","SPR_SINGLE_PD","4535"
"12711B_21070_1130_41223_42214","35.75","SPR_SINGLE_PD","4535"
"12711B_21070_1130_41223_59220","35.75","SPR_SINGLE_PD","4535"
"12722N_21069_1130_41218_41220","35.75","SPR_SINGLE_PD","4535"
"12722N_21069_1130_41218_58944","35.75","SPR_SINGLE_PD","4535"
"12723P_21070_1130_41223_41225","35.75","SPR_SINGLE_PD","4535"
"12723P_21070_1130_41223_41558","35.75","SPR_SINGLE_PD","4535"
"12723P_21070_1130_41223_42214","35.75","SPR_SINGLE_PD","4535"
"12723P_21070_1130_41223_59220","35.75","SPR_SINGLE_PD","4535"
"12754G_21070_1130_41223_41225","35.75","SPR_SINGLE_PD","4535"
"12754G_21070_1130_41223_41558","35.75","SPR_SINGLE_PD","4535"
"12754G_21070_1130_41223_42214","35.75","SPR_SINGLE_PD","4535"
"12754G_21070_1130_41223_59220","35.75","SPR_SINGLE_PD","4535"
"12759M_21069_1130_41218_41220","35.75","SPR_SINGLE_PD","4535"
"12759M_21069_1130_41218_58944","35.75","SPR_SINGLE_PD","4535"
"12842X_11193_1270_5632_52723","69.47","SPR_SINGLE_PD","4535"
"12842X_11193_1270_5632_53287","69.47","SPR_SINGLE_PD","4535"
"12842X_11193_1270_5632_53290","69.47","SPR_SINGLE_PD","4535"
"12842X_11193_1270_5632_54746","69.47","SPR_SINGLE_PD","4535"
"12842X_11193_1270_5632_58514","69.47","SPR_SINGLE_PD","4535"
"12842X_11193_1270_5632_59339","69.47","SPR_SINGLE_PD","4535"
"12842X_11193_1270_5632_6826","69.47","SPR_SINGLE_PD","4535"
"12843Y_11173_1270_5634_52739","69.47","SPR_SINGLE_PD","4535"
"12843Y_11173_1270_5634_53288","69.47","SPR_SINGLE_PD","4535"
"12843Y_11173_1270_5634_53292","69.47","SPR_SINGLE_PD","4535"
"12843Y_11173_1270_5634_54748","69.47","SPR_SINGLE_PD","4535"
"12843Y_11173_1270_5634_58511","69.47","SPR_SINGLE_PD","4535"
"12843Y_11173_1270_5634_59341","69.47","SPR_SINGLE_PD","4535"
"12843Y_11173_1270_5634_6828","69.47","SPR_SINGLE_PD","4535"
"12849G_11871_1270_5633_52732","69.47","SPR_SINGLE_PD","4535"
"12849G_11871_1270_5633_53286","69.47","SPR_SINGLE_PD","4535"
"12849G_11871_1270_5633_53291","69.47","SPR_SINGLE_PD","4535"
"12849G_11871_1270_5633_54747","69.47","SPR_SINGLE_PD","4535"
"12849G_11871_1270_5633_58513","69.47","SPR_SINGLE_PD","4535"
"12849G_11871_1270_5633_59340","69.47","SPR_SINGLE_PD","4535"
"12849G_11871_1270_5633_6827","69.47","SPR_SINGLE_PD","4535"
"12850H_11871_1270_5633_52732","69.47","SPR_SINGLE_PD","4535"
"12850H_11871_1270_5633_53286","69.47","SPR_SINGLE_PD","4535"
"12850H_11871_1270_5633_53291","69.47","SPR_SINGLE_PD","4535"
"12850H_11871_1270_5633_54747","69.47","SPR_SINGLE_PD","4535"
"12850H_11871_1270_5633_58513","69.47","SPR_SINGLE_PD","4535"
"12850H_11871_1270_5633_59340","69.47","SPR_SINGLE_PD","4535"
"12850H_11871_1270_5633_6827","69.47","SPR_SINGLE_PD","4535"
"12857Q_11173_1270_5634_52739","69.47","SPR_SINGLE_PD","4535"
"12857Q_11173_1270_5634_53288","69.47","SPR_SINGLE_PD","4535"
"12857Q_11173_1270_5634_53292","69.47","SPR_SINGLE_PD","4535"
"12857Q_11173_1270_5634_54748","69.47","SPR_SINGLE_PD","4535"
"12857Q_11173_1270_5634_58511","69.47","SPR_SINGLE_PD","4535"
"12857Q_11173_1270_5634_59341","69.47","SPR_SINGLE_PD","4535"
"12857Q_11173_1270_5634_6828","69.47","SPR_SINGLE_PD","4535"
"12859T_11193_1270_5632_52723","69.47","SPR_SINGLE_PD","4535"
"12859T_11193_1270_5632_53287","69.47","SPR_SINGLE_PD","4535"
"12859T_11193_1270_5632_53290","69.47","SPR_SINGLE_PD","4535"
"12859T_11193_1270_5632_54746","69.47","SPR_SINGLE_PD","4535"
"12859T_11193_1270_5632_58514","69.47","SPR_SINGLE_PD","4535"
"12859T_11193_1270_5632_59339","69.47","SPR_SINGLE_PD","4535"
"12859T_11193_1270_5632_6826","69.47","SPR_SINGLE_PD","4535"
"12860W_11173_1270_5634_52739","69.47","SPR_SINGLE_PD","4535"
"12860W_11173_1270_5634_53288","69.47","SPR_SINGLE_PD","4535"
"12860W_11173_1270_5634_53292","69.47","SPR_SINGLE_PD","4535"
"12860W_11173_1270_5634_54748","69.47","SPR_SINGLE_PD","4535"
"12860W_11173_1270_5634_58511","69.47","SPR_SINGLE_PD","4535"
"12860W_11173_1270_5634_59341","69.47","SPR_SINGLE_PD","4535"
"12860W_11173_1270_5634_6828","69.47","SPR_SINGLE_PD","4535"
"12865D_11173_1270_5634_52739","69.47","SPR_SINGLE_PD","4535"
"12865D_11173_1270_5634_53288","69.47","SPR_SINGLE_PD","4535"
"12865D_11173_1270_5634_53292","69.47","SPR_SINGLE_PD","4535"
"12865D_11173_1270_5634_54748","69.47","SPR_SINGLE_PD","4535"
"12865D_11173_1270_5634_58511","69.47","SPR_SINGLE_PD","4535"
"12865D_11173_1270_5634_59341","69.47","SPR_SINGLE_PD","4535"
"12865D_11173_1270_5634_6828","69.47","SPR_SINGLE_PD","4535"
"12866E_11897_1270_5635_52760","69.47","SPR_SINGLE_PD","4535"
"12866E_11897_1270_5635_53289","69.47","SPR_SINGLE_PD","4535"
"12866E_11897_1270_5635_53293","69.47","SPR_SINGLE_PD","4535"
"12866E_11897_1270_5635_54749","69.47","SPR_SINGLE_PD","4535"
"12866E_11897_1270_5635_58512","69.47","SPR_SINGLE_PD","4535"
"12866E_11897_1270_5635_59342","69.47","SPR_SINGLE_PD","4535"
"12866E_11897_1270_5635_6829","69.47","SPR_SINGLE_PD","4535"
"12869H_11871_1270_5633_52732","69.47","SPR_SINGLE_PD","4535"
"12869H_11871_1270_5633_53286","69.47","SPR_SINGLE_PD","4535"
"12869H_11871_1270_5633_53291","69.47","SPR_SINGLE_PD","4535"
"12869H_11871_1270_5633_54747","69.47","SPR_SINGLE_PD","4535"
"12869H_11871_1270_5633_58513","69.47","SPR_SINGLE_PD","4535"
"12869H_11871_1270_5633_59340","69.47","SPR_SINGLE_PD","4535"
"12869H_11871_1270_5633_6827","69.47","SPR_SINGLE_PD","4535"
"12886F_11897_1270_5635_52760","69.47","SPR_SINGLE_PD","4535"
"12886F_11897_1270_5635_53289","69.47","SPR_SINGLE_PD","4535"
"12886F_11897_1270_5635_53293","69.47","SPR_SINGLE_PD","4535"
"12886F_11897_1270_5635_54749","69.47","SPR_SINGLE_PD","4535"
"12886F_11897_1270_5635_58512","69.47","SPR_SINGLE_PD","4535"
"12886F_11897_1270_5635_59342","69.47","SPR_SINGLE_PD","4535"
"12886F_11897_1270_5635_6829","69.47","SPR_SINGLE_PD","4535"
"12888H_11871_1270_5633_52732","69.47","SPR_SINGLE_PD","4535"
"12888H_11871_1270_5633_53286","69.47","SPR_SINGLE_PD","4535"
"12888H_11871_1270_5633_53291","69.47","SPR_SINGLE_PD","4535"
"12888H_11871_1270_5633_54747","69.47","SPR_SINGLE_PD","4535"
"12888H_11871_1270_5633_58513","69.47","SPR_SINGLE_PD","4535"
"12888H_11871_1270_5633_59340","69.47","SPR_SINGLE_PD","4535"
"12888H_11871_1270_5633_6827","69.47","SPR_SINGLE_PD","4535"
"12889J_11193_1270_5632_52723","69.47","SPR_SINGLE_PD","4535"
"12889J_11193_1270_5632_53287","69.47","SPR_SINGLE_PD","4535"
"12889J_11193_1270_5632_53290","69.47","SPR_SINGLE_PD","4535"
"12889J_11193_1270_5632_54746","69.47","SPR_SINGLE_PD","4535"
"12889J_11193_1270_5632_58514","69.47","SPR_SINGLE_PD","4535"
"12889J_11193_1270_5632_59339","69.47","SPR_SINGLE_PD","4535"
"12889J_11193_1270_5632_6826","69.47","SPR_SINGLE_PD","4535"
"12890K_11897_1270_5635_52760","69.47","SPR_SINGLE_PD","4535"
"12890K_11897_1270_5635_53289","69.47","SPR_SINGLE_PD","4535"
"12890K_11897_1270_5635_53293","69.47","SPR_SINGLE_PD","4535"
"12890K_11897_1270_5635_54749","69.47","SPR_SINGLE_PD","4535"
"12890K_11897_1270_5635_58512","69.47","SPR_SINGLE_PD","4535"
"12890K_11897_1270_5635_59342","69.47","SPR_SINGLE_PD","4535"
"12890K_11897_1270_5635_6829","69.47","SPR_SINGLE_PD","4535"
"12902C_11193_1270_5632_52723","69.47","SPR_SINGLE_PD","4535"
"12902C_11193_1270_5632_53287","69.47","SPR_SINGLE_PD","4535"
"12902C_11193_1270_5632_53290","69.47","SPR_SINGLE_PD","4535"
"12902C_11193_1270_5632_54746","69.47","SPR_SINGLE_PD","4535"
"12902C_11193_1270_5632_58514","69.47","SPR_SINGLE_PD","4535"
"12902C_11193_1270_5632_59339","69.47","SPR_SINGLE_PD","4535"
"12902C_11193_1270_5632_6826","69.47","SPR_SINGLE_PD","4535"
"12903D_11897_1270_5635_52760","69.47","SPR_SINGLE_PD","4535"
"12903D_11897_1270_5635_53289","69.47","SPR_SINGLE_PD","4535"
"12903D_11897_1270_5635_53293","69.47","SPR_SINGLE_PD","4535"
"12903D_11897_1270_5635_54749","69.47","SPR_SINGLE_PD","4535"
"12903D_11897_1270_5635_58512","69.47","SPR_SINGLE_PD","4535"
"12903D_11897_1270_5635_59342","69.47","SPR_SINGLE_PD","4535"
"12903D_11897_1270_5635_6829","69.47","SPR_SINGLE_PD","4535"
"12979D_9505_1344_5821_55293","40.18","SPR_SINGLE_PD","4535"
"12979D_9505_1344_5821_55295","40.18","SPR_SINGLE_PD","4535"
"12979D_9505_1344_5821_55302","40.18","SPR_SINGLE_PD","4535"
"12979D_9505_1344_5821_56349","40.18","SPR_SINGLE_PD","4535"
"12979D_9505_1344_5821_7093","40.18","SPR_SINGLE_PD","4535"
"12980E_8119_1344_5819_55198","40.18","SPR_SINGLE_PD","4535"
"12980E_8119_1344_5819_55199","40.18","SPR_SINGLE_PD","4535"
"12980E_8119_1344_5819_55200","40.18","SPR_SINGLE_PD","4535"
"12980E_8119_1344_5819_56347","40.18","SPR_SINGLE_PD","4535"
"12980E_8119_1344_5819_7091","40.18","SPR_SINGLE_PD","4535"
"12984J_11577_1344_5822_55212","40.18","SPR_SINGLE_PD","4535"
"12984J_11577_1344_5822_55214","40.18","SPR_SINGLE_PD","4535"
