res_code,prescribing_text_id,pt_position,schedule_code
"15211_15211_R","31954","6","4535"
"15212_15236_R","8050","1","4535"
"15212_15236_R","16790","2","4535"
"15212_15236_R","23582","3","4535"
"15212_15236_R","31031","4","4535"
"15212_15236_R","16764","5","4535"
"15212_15236_R","13941","6","4535"
"15212_15236_R","27771","7","4535"
"15212_15236_R","8052","8","4535"
"15212_15236_R","31032","9","4535"
"15212_15236_R","31033","10","4535"
"15212_15236_R","31034","11","4535"
"15212_15236_R","26388","12","4535"
"15212_15236_R","16804","13","4535"
"15212_15236_R","27641","14","4535"
"15212_15236_R","25769","15","4535"
"15212_15236_R","23934","16","4535"
"15212_15236_R","23935","17","4535"
"15212_15236_R","25096","18","4535"
"15212_15236_R","31035","19","4535"
"15212_15236_R","28584","20","4535"
"15217_15164_R","22202","1","4535"
"15217_15164_R","9818","2","4535"
"15217_15164_R","11365","3","4535"
"15217_15164_R","23679","4","4535"
"15217_15164_R","29098","5","4535"
"15217_15164_R","27806","6","4535"
"15217_15164_R","22201","7","4535"
"15217_15164_R","31816","8","4535"
"15220_15222_R","8050","1","4535"
"15220_15222_R","22219","2","4535"
"15220_15222_R","23016","3","4535"
"15220_15222_R","24295","4","4535"
"15220_15222_R","16764","5","4535"
"15220_15222_R","13941","6","4535"
"15220_15222_R","27771","7","4535"
"15220_15222_R","8052","8","4535"
"15220_15222_R","23226","9","4535"
"15220_15222_R","16804","10","4535"
"15220_15222_R","22873","11","4535"
"15220_15222_R","25769","12","4535"
"15220_15222_R","23934","13","4535"
"15220_15222_R","27642","14","4535"
"15220_15222_R","23935","15","4535"
"15220_15222_R","23943","16","4535"
"15220_15222_R","25096","17","4535"
"15220_15222_R","28584","18","4535"
"15224_15173_R","31890","1","4535"
"15224_15173_R","31893","2","4535"
"15224_15173_R","31911","3","4535"
"15224_15173_R","31913","4","4535"
"15224_15173_R","31914","5","4535"
"15224_15173_R","31915","6","4535"
"15224_15173_R","31916","7","4535"
"15224_15173_R","28500","8","4535"
"15226_15209_R","22202","1","4535"
"15226_15209_R","9818","2","4535"
"15226_15209_R","27803","3","4535"
"15226_15209_R","10659","4","4535"
"15226_15209_R","10660","5","4535"
"15226_15209_R","22195","6","4535"
"15226_15209_R","22196","7","4535"
"15226_15209_R","29104","8","4535"
"15226_15209_R","27806","9","4535"
"15226_15209_R","22211","10","4535"
"15226_15209_R","22201","11","4535"
"15226_15209_R","31816","12","4535"
"15228_15237_R","8050","1","4535"
"15228_15237_R","23598","2","4535"
"15228_15237_R","23945","3","4535"
"15228_15237_R","23947","4","4535"
"15228_15237_R","16764","5","4535"
"15228_15237_R","13941","6","4535"
"15228_15237_R","27771","7","4535"
"15228_15237_R","8052","8","4535"
"15228_15237_R","26387","9","4535"
"15228_15237_R","16804","10","4535"
"15228_15237_R","27643","11","4535"
"15228_15237_R","25769","12","4535"
"15228_15237_R","23934","13","4535"
"15228_15237_R","23935","14","4535"
"15228_15237_R","28584","15","4535"
"15231_15205_R","30226","1","4535"
"15231_15205_R","11365","2","4535"
"15231_15205_R","22670","3","4535"
"15231_15205_R","31851","4","4535"
"15232_15233_R","22202","1","4535"
"15232_15233_R","9818","2","4535"
"15232_15233_R","11365","3","4535"
"15232_15233_R","23679","4","4535"
"15232_15233_R","29098","5","4535"
"15232_15233_R","22213","6","4535"
"15232_15233_R","27806","7","4535"
"15232_15233_R","22201","8","4535"
"15232_15233_R","31816","9","4535"
"15234_15213_R","8050","1","4535"
"15234_15213_R","22219","2","4535"
"15234_15213_R","23016","3","4535"
"15234_15213_R","24295","4","4535"
"15234_15213_R","16764","5","4535"
"15234_15213_R","13941","6","4535"
"15234_15213_R","27771","7","4535"
"15234_15213_R","8052","8","4535"
"15234_15213_R","24057","9","4535"
"15234_15213_R","22873","10","4535"
"15234_15213_R","25769","11","4535"
"15234_15213_R","23934","12","4535"
"15234_15213_R","27639","13","4535"
"15234_15213_R","23935","14","4535"
"15234_15213_R","23943","15","4535"
"15234_15213_R","25096","16","4535"
"15234_15213_R","28584","17","4535"
"15235_15229_R","8050","1","4535"
"15235_15229_R","23598","2","4535"
"15235_15229_R","23945","3","4535"
"15235_15229_R","23956","4","4535"
"15235_15229_R","16764","5","4535"
"15235_15229_R","13941","6","4535"
"15235_15229_R","27771","7","4535"
"15235_15229_R","8052","8","4535"
"15235_15229_R","26387","9","4535"
"15235_15229_R","27640","10","4535"
"15235_15229_R","25769","11","4535"
"15235_15229_R","23934","12","4535"
"15235_15229_R","23935","13","4535"
"15235_15229_R","28584","14","4535"
"15240_15195_R","11686","1","4535"
"15240_15195_R","10475","2","4535"
"15240_15195_R","23622","3","4535"
"15240_15195_R","11189","4","4535"
"15240_15195_R","21408","5","4535"
"15240_15195_R","27771","6","4535"
"15240_15195_R","11696","7","4535"
"15240_15195_R","25757","8","4535"
"15240_15195_R","27164","9","4535"
"15240_15195_R","26394","10","4535"
"15240_15195_R","23934","11","4535"
"15240_15195_R","23623","12","4535"
"15240_15195_R","22235","13","4535"
"15240_15195_R","28584","14","4535"
"15241_15206_R","22202","1","4535"
"15241_15206_R","9818","2","4535"
"15241_15206_R","27803","3","4535"
"15241_15206_R","10659","4","4535"
"15241_15206_R","10660","5","4535"
"15241_15206_R","22195","6","4535"
"15241_15206_R","22196","7","4535"
"15241_15206_R","29104","8","4535"
"15241_15206_R","27806","9","4535"
"15241_15206_R","22201","10","4535"
"15241_15206_R","31816","11","4535"
"15244_15199_R","8050","1","4535"
"15244_15199_R","24023","2","4535"
"15244_15199_R","16764","3","4535"
"15244_15199_R","13889","4","4535"
"15244_15199_R","8052","5","4535"
"15244_15199_R","28500","6","4535"
"15245_15223_R","8050","1","4535"
"15245_15223_R","23622","2","4535"
"15245_15223_R","11189","3","4535"
"15245_15223_R","16764","4","4535"
"15245_15223_R","21408","5","4535"
"15245_15223_R","27771","6","4535"
"15245_15223_R","8052","7","4535"
"15245_15223_R","23226","8","4535"
"15245_15223_R","23240","9","4535"
"15245_15223_R","26387","10","4535"
"15245_15223_R","23239","11","4535"
"15245_15223_R","16804","12","4535"
"15245_15223_R","26394","13","4535"
"15245_15223_R","23934","14","4535"
"15245_15223_R","23935","15","4535"
"15245_15223_R","23943","16","4535"
"15245_15223_R","28584","17","4535"
"15246_15204_R","11686","1","4535"
"15246_15204_R","10475","2","4535"
"15246_15204_R","31232","3","4535"
"15246_15204_R","26000","4","4535"
"15246_15204_R","28500","5","4535"
"15263_15263_R","8995","1","4535"
"15263_15263_R","32055","2","4535"
"15263_15263_R","32002","3","4535"
"15263_15263_R","32056","4","4535"
"15273_15271_R","18191","1","4535"
"15273_15271_R","11365","2","4535"
"15273_15271_R","19923","3","4535"
"15273_15271_R","7890","4","4535"
"15273_15271_R","19913","5","4535"
"15273_15271_R","27771","6","4535"
"15273_15271_R","32044","7","4535"
"15273_15271_R","19925","8","4535"
"15273_15271_R","19926","9","4535"
"15273_15271_R","18574","10","4535"
"15273_15271_R","19928","11","4535"
"15273_15271_R","28500","12","4535"
"15275_15274_R","18191","1","4535"
"15275_15274_R","19911","2","4535"
"15275_15274_R","19699","3","4535"
"15275_15274_R","7890","4","4535"
"15275_15274_R","19913","5","4535"
"15275_15274_R","27771","6","4535"
"15275_15274_R","32048","7","4535"
"15275_15274_R","32049","8","4535"
"15275_15274_R","32043","9","4535"
"15275_15274_R","29184","10","4535"
"15275_15274_R","32042","11","4535"
"15275_15274_R","19917","12","4535"
"15275_15274_R","19918","13","4535"
"15275_15274_R","19919","14","4535"
"15275_15274_R","11007","15","4535"
"15275_15274_R","28755","16","4535"
"15281_15281_R","31817","1","4535"
"15281_15281_R","31820","2","4535"
"15281_15281_R","31822","3","4535"
"15281_15281_R","31824","4","4535"
"15281_15281_R","29825","5","4535"
"15281_15281_R","31834","6","4535"
"15281_15281_R","23299","7","4535"
"15281_15281_R","31836","8","4535"
"15281_15281_R","31837","9","4535"
"15282_15257_R","9828","1","4535"
"15282_15257_R","7910","2","4535"
"15282_15257_R","11365","3","4535"
"15282_15257_R","21513","4","4535"
"15282_15257_R","26699","5","4535"
"15282_15257_R","31837","6","4535"
"15291_15272_R","18191","1","4535"
"15291_15272_R","22054","2","4535"
"15291_15272_R","19936","3","4535"
"15291_15272_R","7890","4","4535"
"15291_15272_R","19913","5","4535"
"15291_15272_R","27771","6","4535"
"15291_15272_R","28500","7","4535"
"15301_15301_R","8995","1","4535"
"15301_15301_R","31996","2","4535"
"15301_15301_R","32000","3","4535"
"15301_15301_R","32053","4","4535"
"15301_15301_R","32055","5","4535"
"15301_15301_R","32001","6","4535"
"15301_15301_R","32002","7","4535"
"15301_15301_R","32056","8","4535"
"15301_15301_R","25796","9","4535"
"15310_15310_R","31817","1","4535"
"15310_15310_R","31832","2","4535"
"15310_15310_R","31822","3","4535"
"15310_15310_R","31824","4","4535"
"15310_15310_R","29825","5","4535"
"15310_15310_R","31834","6","4535"
"15310_15310_R","23299","7","4535"
"15310_15310_R","31836","8","4535"
"15310_15310_R","31837","9","4535"
"15312_15290_R","8995","1","4535"
"15312_15290_R","30503","2","4535"
"15320_15283_R","9828","1","4535"
"15320_15283_R","7890","2","4535"
"15320_15283_R","11365","3","4535"
"15320_15283_R","21513","4","4535"
"15320_15283_R","26693","5","4535"
"15320_15283_R","31837","6","4535"
"15321_15321_R","8995","1","4535"
"15322_15329_R","9828","1","4535"
"15322_15329_R","18135","2","4535"
"15322_15329_R","7910","3","4535"
"15322_15329_R","7601","4","4535"
"15322_15329_R","22316","5","4535"
"15322_15329_R","23352","6","4535"
"15322_15329_R","31837","7","4535"
"15327_15303_R","26040","1","4535"
"15327_15303_R","11365","2","4535"
"15327_15303_R","31649","3","4535"
"15327_15303_R","31656","4","4535"
"15327_15303_R","31658","5","4535"
"15327_15303_R","31651","6","4535"
"15327_15303_R","32111","7","4535"
"15327_15303_R","32088","8","4535"
"15327_15303_R","28500","9","4535"
"15332_15333_R","13102","1","4535"
"15332_15333_R","32202","2","4535"
"15332_15333_R","28726","3","4535"
"15332_15333_R","28728","4","4535"
"15332_15333_R","28800","5","4535"
"15332_15333_R","32203","6","4535"
"15332_15333_R","28730","7","4535"
"15334_15363_R","13102","1","4535"
"15334_15363_R","11365","2","4535"
"15334_15363_R","28809","3","4535"
"15334_15363_R","32212","4","4535"
"15334_15363_R","28811","5","4535"
"15334_15363_R","28734","6","4535"
"15334_15363_R","28733","7","4535"
"15335_15440_R","26510","1","4535"
"15335_15440_R","31273","2","4535"
"15335_15440_R","31275","3","4535"
"15335_15440_R","31276","4","4535"
"15335_15440_R","14393","5","4535"
"15335_15440_R","29270","6","4535"
"15335_15440_R","20142","7","4535"
"15335_15440_R","31278","8","4535"
"15336_15428_R","26510","1","4535"
"15336_15428_R","26516","2","4535"
"15336_15428_R","21513","3","4535"
"15336_15428_R","29274","4","4535"
"15337_15407_R","26510","1","4535"
"15337_15407_R","26516","2","4535"
"15337_15407_R","21513","3","4535"
"15337_15407_R","29274","4","4535"
"15339_15339_R","14632","1","4535"
"15339_15339_R","30503","2","4535"
"15339_15339_R","14634","3","4535"
"15339_15339_R","14636","4","4535"
"15339_15339_R","14638","5","4535"
"15339_15339_R","14640","6","4535"
"15342_15353_R","27327","1","4535"
"15342_15353_R","32170","2","4535"
"15342_15353_R","21405","3","4535"
"15342_15353_R","22694","4","4535"
"15342_15353_R","25003","5","4535"
"15342_15353_R","11786","6","4535"
"15342_15353_R","9084","7","4535"
"15342_15353_R","25058","8","4535"
"15342_15353_R","32218","9","4535"
"15342_15353_R","27164","10","4535"
"15342_15353_R","32223","11","4535"
"15349_15376_R","27327","1","4535"
"15349_15376_R","32170","2","4535"
"15349_15376_R","32220","3","4535"
"15349_15376_R","25035","4","4535"
"15359_15360_R","7776","1","4535"
"15359_15360_R","13581","2","4535"
"15359_15360_R","19866","3","4535"
"15359_15360_R","19868","4","4535"
"15359_15360_R","31966","5","4535"
"15359_15360_R","32300","6","4535"
"15364_15390_R","14902","1","4535"
"15364_15390_R","31992","2","4535"
"15364_15390_R","31985","3","4535"
"15364_15390_R","31994","4","4535"
"15364_15390_R","24030","5","4535"
"15364_15390_R","32299","6","4535"
"15365_15441_R","26510","1","4535"
"15365_15441_R","31281","2","4535"
"15365_15441_R","26520","3","4535"
"15365_15441_R","14393","4","4535"
"15365_15441_R","29270","5","4535"
"15365_15441_R","20142","6","4535"
"15365_15441_R","26232","7","4535"
"15372_15372_R","32046","1","4535"
"15372_15372_R","30503","2","4535"
"15373_15373_R","32047","1","4535"
"15373_15373_R","30503","2","4535"
"15374_15374_R","10646","1","4535"
"15374_15374_R","30503","2","4535"
"15374_15374_R","18433","3","4535"
"15379_15347_R","27327","1","4535"
"15379_15347_R","32170","2","4535"
"15379_15347_R","21405","3","4535"
"15379_15347_R","22694","4","4535"
"15379_15347_R","25003","5","4535"
"15379_15347_R","11786","6","4535"
"15379_15347_R","9084","7","4535"
"15379_15347_R","25107","8","4535"
"15379_15347_R","32249","9","4535"
"15379_15347_R","32250","10","4535"
"15380_15424_R","27327","1","4535"
"15380_15424_R","32170","2","4535"
"15380_15424_R","22573","3","4535"
"15380_15424_R","32173","4","4535"
"15380_15424_R","32176","5","4535"
"15380_15424_R","13945","6","4535"
"15380_15424_R","27001","7","4535"
"15380_15424_R","32232","8","4535"
"15380_15424_R","32181","9","4535"
"15380_15424_R","18414","10","4535"
"15380_15424_R","25003","11","4535"
"15380_15424_R","9084","12","4535"
"15380_15424_R","27004","13","4535"
"15380_15424_R","32233","14","4535"
"15380_15424_R","27164","15","4535"
"15380_15424_R","32227","16","4535"
"15380_15424_R","25871","17","4535"
"15380_15424_R","27030","18","4535"
"15387_15387_R","24613","1","4535"
"15387_15387_R","10972","2","4535"
"15387_15387_R","32293","3","4535"
"15387_15387_R","32275","4","4535"
"15387_15387_R","32294","5","4535"
"15387_15387_R","32295","6","4535"
"15387_15387_R","32278","7","4535"
"15387_15387_R","32296","8","4535"
"15387_15387_R","28500","9","4535"
"15388_15388_R","24613","1","4535"
"15388_15388_R","32263","2","4535"
"15388_15388_R","32265","3","4535"
"15388_15388_R","32267","4","4535"
"15388_15388_R","32271","5","4535"
"15388_15388_R","32269","6","4535"
"15388_15388_R","32273","7","4535"
"15388_15388_R","32275","8","4535"
"15388_15388_R","32276","9","4535"
"15388_15388_R","32277","10","4535"
"15388_15388_R","28848","11","4535"
"15388_15388_R","32278","12","4535"
"15388_15388_R","28584","13","4535"
"15392_15414_R","26510","1","4535"
"15392_15414_R","31281","2","4535"
"15392_15414_R","26520","3","4535"
"15392_15414_R","14393","4","4535"
"15392_15414_R","29270","5","4535"
"15392_15414_R","20142","6","4535"
"15392_15414_R","26232","7","4535"
"15397_15397_R","10826","1","4535"
"15397_15397_R","30503","2","4535"
"15397_15397_R","10828","3","4535"
"15398_15340_R","15647","1","4535"
"15398_15340_R","20066","2","4535"
"15398_15340_R","15649","3","4535"
"15398_15340_R","32209","4","4535"
"15398_15340_R","29781","5","4535"
"15398_15340_R","30782","6","4535"
"15398_15340_R","28500","7","4535"
"15399_15375_R","15647","1","4535"
"15399_15375_R","20066","2","4535"
"15399_15375_R","32308","3","4535"
"15399_15375_R","15649","4","4535"
"15399_15375_R","29770","5","4535"
"15399_15375_R","29771","6","4535"
"15399_15375_R","28500","7","4535"
"15402_15348_R","27327","1","4535"
"15402_15348_R","32170","2","4535"
"15402_15348_R","21405","3","4535"
"15402_15348_R","22694","4","4535"
"15402_15348_R","25003","5","4535"
"15402_15348_R","11786","6","4535"
"15402_15348_R","9084","7","4535"
"15402_15348_R","25058","8","4535"
"15402_15348_R","32237","9","4535"
"15402_15348_R","32238","10","4535"
"15402_15348_R","27164","11","4535"
"15402_15348_R","32223","12","4535"
"15405_15361_R","7776","1","4535"
"15405_15361_R","13581","2","4535"
"15405_15361_R","19866","3","4535"
"15405_15361_R","19868","4","4535"
"15405_15361_R","31966","5","4535"
"15405_15361_R","32300","6","4535"
"15412_15362_R","26040","1","4535"
"15412_15362_R","32331","2","4535"
"15412_15362_R","31642","3","4535"
"15412_15362_R","31645","4","4535"
"15412_15362_R","31647","5","4535"
"15412_15362_R","31649","6","4535"
"15412_15362_R","31651","7","4535"
"15412_15362_R","29184","8","4535"
"15412_15362_R","32332","9","4535"
"15412_15362_R","31653","10","4535"
"15412_15362_R","28755","11","4535"
"15412_15362_R","31654","12","4535"
"15415_15408_R","26510","1","4535"
"15415_15408_R","31273","2","4535"
"15415_15408_R","31275","3","4535"
"15415_15408_R","31276","4","4535"
"15415_15408_R","14393","5","4535"
"15415_15408_R","29270","6","4535"
"15415_15408_R","20142","7","4535"
"15415_15408_R","31278","8","4535"
"15419_15419_R","32045","1","4535"
"15419_15419_R","30503","2","4535"
"15420_15420_R","30501","1","4535"
"15423_15425_R","27327","1","4535"
"15423_15425_R","32170","2","4535"
"15423_15425_R","22573","3","4535"
"15423_15425_R","25015","4","4535"
"15423_15425_R","25017","5","4535"
"15423_15425_R","32235","6","4535"
"15423_15425_R","27009","7","4535"
"15423_15425_R","18414","8","4535"
"15423_15425_R","25003","9","4535"
"15423_15425_R","9084","10","4535"
"15423_15425_R","32236","11","4535"
"15423_15425_R","27164","12","4535"
"15423_15425_R","32231","13","4535"
"15427_15413_R","14902","1","4535"
"15427_15413_R","31983","2","4535"
"15427_15413_R","31985","3","4535"
"15427_15413_R","32303","4","4535"
"15427_15413_R","31987","5","4535"
"15427_15413_R","22196","6","4535"
"15427_15413_R","31989","7","4535"
"15427_15413_R","24030","8","4535"
"15427_15413_R","31990","9","4535"
"15427_15413_R","32298","10","4535"
"15429_15416_R","26510","1","4535"
"15429_15416_R","31283","2","4535"
"15429_15416_R","21513","3","4535"
"15429_15416_R","29274","4","4535"
"15435_15391_R","26510","1","4535"
"15435_15391_R","31283","2","4535"
"15435_15391_R","21513","3","4535"
"15435_15391_R","29274","4","4535"
"15449_15446_R","32397","1","4535"
"15449_15446_R","11365","2","4535"
"15449_15446_R","32568","3","4535"
"15449_15446_R","32571","4","4535"
"15449_15446_R","32419","5","4535"
"15449_15446_R","32566","6","4535"
"15449_15446_R","25993","7","4535"
"15451_15490_R","32370","1","4535"
"15451_15490_R","32374","2","4535"
"15451_15490_R","32376","3","4535"
"15451_15490_R","32378","4","4535"
"15451_15490_R","32380","5","4535"
"15451_15490_R","32382","6","4535"
"15451_15490_R","32384","7","4535"
"15451_15490_R","32385","8","4535"
"15451_15490_R","29712","9","4535"
"15451_15490_R","32386","10","4535"
"15451_15490_R","32530","11","4535"
"15451_15490_R","28755","12","4535"
"15452_15491_R","32370","1","4535"
"15452_15491_R","32394","2","4535"
"15452_15491_R","32396","3","4535"
"15452_15491_R","32388","4","4535"
"15452_15491_R","32455","5","4535"
"15452_15491_R","32380","6","4535"
"15452_15491_R","32385","7","4535"
"15452_15491_R","29712","8","4535"
"15452_15491_R","32386","9","4535"
"15452_15491_R","32391","10","4535"
"15452_15491_R","32530","11","4535"
"15452_15491_R","17098","12","4535"
"15452_15491_R","28755","13","4535"
"15453_15453_R","32349","1","4535"
"15453_15453_R","32351","2","4535"
"15453_15453_R","26475","3","4535"
"15453_15453_R","27771","4","4535"
"15453_15453_R","32353","5","4535"
"15453_15453_R","32356","6","4535"
"15453_15453_R","32358","7","4535"
"15453_15453_R","32360","8","4535"
"15453_15453_R","32362","9","4535"
"15453_15453_R","32440","10","4535"
"15453_15453_R","32441","11","4535"
"15453_15453_R","32442","12","4535"
"15453_15453_R","32443","13","4535"
"15459_15460_R","21163","1","4535"
"15459_15460_R","27604","2","4535"
"15459_15460_R","28794","3","4535"
"15459_15460_R","28814","4","4535"
"15459_15460_R","22093","5","4535"
"15459_15460_R","28796","6","4535"
"15459_15460_R","28799","7","4535"
"15459_15460_R","28816","8","4535"
"15459_15460_R","28804","9","4535"
"15459_15460_R","32334","10","4535"
"15459_15460_R","27164","11","4535"
"15459_15460_R","32336","12","4535"
"15459_15460_R","28818","13","4535"
"15459_15460_R","26576","14","4535"
"15462_15513_R","10326","1","4535"
"15462_15513_R","29940","2","4535"
"15462_15513_R","29386","3","4535"
"15462_15513_R","26724","4","4535"
"15462_15513_R","32369","5","4535"
"15462_15513_R","29378","6","4535"
"15462_15513_R","29387","7","4535"
"15462_15513_R","28500","8","4535"
"15465_15526_R","29232","1","4535"
"15465_15526_R","7890","2","4535"
"15465_15526_R","23131","3","4535"
"15465_15526_R","29226","4","4535"
"15465_15526_R","29228","5","4535"
"15465_15526_R","32452","6","4535"
"15465_15526_R","28747","7","4535"
"15470_15527_R","32168","1","4535"
"15470_15527_R","32188","2","4535"
"15470_15527_R","32190","3","4535"
"15470_15527_R","29047","4","4535"
"15470_15527_R","32511","5","4535"
"15470_15527_R","29835","6","4535"
"15470_15527_R","32509","7","4535"
"15471_15471_R","32469","1","4535"
"15471_15471_R","32480","2","4535"
"15471_15471_R","32482","3","4535"
"15471_15471_R","10859","4","4535"
"15471_15471_R","21343","5","4535"
"15471_15471_R","32484","6","4535"
"15471_15471_R","32485","7","4535"
"15472_15489_R","32397","1","4535"
"15472_15489_R","32425","2","4535"
"15472_15489_R","11365","3","4535"
"15472_15489_R","32427","4","4535"
"15472_15489_R","32417","5","4535"
"15472_15489_R","32419","6","4535"
"15472_15489_R","32566","7","4535"
"15472_15489_R","25993","8","4535"
"15472_15489_R","28500","9","4535"
"15473_15473_R","32397","1","4535"
"15473_15473_R","24642","2","4535"
"15473_15473_R","32438","3","4535"
"15477_15477_R","32370","1","4535"
"15477_15477_R","11365","2","4535"
"15477_15477_R","32388","3","4535"
"15477_15477_R","32390","4","4535"
"15477_15477_R","32380","5","4535"
"15477_15477_R","32385","6","4535"
"15477_15477_R","29712","7","4535"
"15477_15477_R","32391","8","4535"
"15477_15477_R","28500","9","4535"
"15480_15454_R","10956","1","4535"
"15480_15454_R","32494","2","4535"
"15480_15454_R","32497","3","4535"
"15480_15454_R","32499","4","4535"
"15480_15454_R","7890","5","4535"
"15480_15454_R","32500","6","4535"
"15480_15454_R","32502","7","4535"
"15483_15456_R","32337","1","4535"
"15483_15456_R","11365","2","4535"
"15483_15456_R","32513","3","4535"
"15484_15457_R","32337","1","4535"
"15484_15457_R","32065","2","4535"
"15484_15457_R","32340","3","4535"
"15484_15457_R","32078","4","4535"
"15484_15457_R","32080","5","4535"
"15484_15457_R","32081","6","4535"
"15487_15525_R","10326","1","4535"
"15487_15525_R","26795","2","4535"
"15487_15525_R","26724","3","4535"
"15487_15525_R","26796","4","4535"
"15487_15525_R","26731","5","4535"
"15487_15525_R","26791","6","4535"
"15487_15525_R","25465","7","4535"
"15487_15525_R","26310","8","4535"
"15487_15525_R","11006","9","4535"
"15487_15525_R","32369","10","4535"
"15487_15525_R","28500","11","4535"
"15487_15525_R","26710","12","4535"
"15488_15474_R","32397","1","4535"
"15488_15474_R","32410","2","4535"
"15488_15474_R","32415","3","4535"
"15488_15474_R","32417","4","4535"
"15488_15474_R","32419","5","4535"
"15488_15474_R","32420","6","4535"
"15488_15474_R","32421","7","4535"
"15488_15474_R","32422","8","4535"
"15488_15474_R","32423","9","4535"
"15488_15474_R","32529","10","4535"
"15488_15474_R","28755","11","4535"
"15492_15455_R","29819","1","4535"
"15492_15455_R","29823","2","4535"
"15492_15455_R","29825","3","4535"
"15492_15455_R","29827","4","4535"
"15492_15455_R","29829","5","4535"
"15492_15455_R","29831","6","4535"
"15492_15455_R","23299","7","4535"
"15492_15455_R","29835","8","4535"
"15493_15464_R","10326","1","4535"
"15493_15464_R","10987","2","4535"
"15493_15464_R","26331","3","4535"
"15493_15464_R","29938","4","4535"
"15493_15464_R","26724","5","4535"
"15493_15464_R","32531","6","4535"
"15493_15464_R","29937","7","4535"
"15493_15464_R","32369","8","4535"
"15493_15464_R","29378","9","4535"
"15493_15464_R","24355","10","4535"
"15493_15464_R","28755","11","4535"
"15496_15509_R","29012","1","4535"
"15496_15509_R","11365","2","4535"
"15496_15509_R","32490","3","4535"
"15496_15509_R","29020","4","4535"
"15496_15509_R","23299","5","4535"
"15496_15509_R","27771","6","4535"
"15496_15509_R","29021","7","4535"
"15497_15467_R","29012","1","4535"
"15497_15467_R","29002","2","4535"
"15497_15467_R","32471","3","4535"
"15497_15467_R","32475","4","4535"
"15497_15467_R","32478","5","4535"
"15497_15467_R","32535","6","4535"
"15497_15467_R","32487","7","4535"
"15497_15467_R","29008","8","4535"
"15497_15467_R","27771","9","4535"
"15497_15467_R","32488","10","4535"
"15497_15467_R","32529","11","4535"
"15499_15445_R","32397","1","4535"
"15499_15445_R","11365","2","4535"
"15499_15445_R","23061","3","4535"
"15499_15445_R","32571","4","4535"
"15499_15445_R","32419","5","4535"
"15499_15445_R","32566","6","4535"
"15499_15445_R","25993","7","4535"
"15501_15501_R","32349","1","4535"
"15501_15501_R","11365","2","4535"
"15501_15501_R","32445","3","4535"
"15501_15501_R","32448","4","4535"
"15501_15501_R","32443","5","4535"
"15504_15485_R","21171","1","4535"
"15504_15485_R","28200","2","4535"
"15504_15485_R","28202","3","4535"
"15504_15485_R","10859","4","4535"
"15504_15485_R","7890","5","4535"
"15504_15485_R","21826","6","4535"
"15506_15463_R","10326","1","4535"
"15506_15463_R","29940","2","4535"
"15506_15463_R","29384","3","4535"
"15506_15463_R","26724","4","4535"
"15506_15463_R","32369","5","4535"
"15506_15463_R","29378","6","4535"
"15506_15463_R","28500","7","4535"
"15507_15508_R","10326","1","4535"
"15507_15508_R","10987","2","4535"
"15507_15508_R","26724","3","4535"
"15507_15508_R","25559","4","4535"
"15507_15508_R","10999","5","4535"
"15507_15508_R","26790","6","4535"
"15507_15508_R","32531","7","4535"
"15507_15508_R","29377","8","4535"
"15507_15508_R","29917","9","4535"
"15507_15508_R","11006","10","4535"
"15507_15508_R","24355","11","4535"
"15507_15508_R","28755","12","4535"
"15512_15486_R","10326","1","4535"
"15512_15486_R","10987","2","4535"
"15512_15486_R","26724","3","4535"
"15512_15486_R","25559","4","4535"
"15512_15486_R","10999","5","4535"
"15512_15486_R","26790","6","4535"
"15512_15486_R","32531","7","4535"
"15512_15486_R","29377","8","4535"
"15512_15486_R","29917","9","4535"
"15512_15486_R","11006","10","4535"
"15512_15486_R","32369","11","4535"
"15512_15486_R","24355","12","4535"
"15512_15486_R","28755","13","4535"
"15514_15505_R","10326","1","4535"
"15514_15505_R","25506","2","4535"
"15514_15505_R","25471","3","4535"
"15514_15505_R","10999","4","4535"
"15514_15505_R","26724","5","4535"
"15514_15505_R","26790","6","4535"
"15514_15505_R","11009","7","4535"
"15514_15505_R","25491","8","4535"
"15514_15505_R","11006","9","4535"
"15514_15505_R","32369","10","4535"
"15514_15505_R","28500","11","4535"
"15516_15500_R","22859","1","4535"
"15516_15500_R","24183","2","4535"
"15516_15500_R","24188","3","4535"
"15516_15500_R","10859","4","4535"
"15516_15500_R","32492","5","4535"
"15516_15500_R","23299","6","4535"
"15517_15510_R","10956","1","4535"
"15517_15510_R","10963","2","4535"
"15517_15510_R","7890","3","4535"
"15517_15510_R","19496","4","4535"
"15517_15510_R","32500","5","4535"
"15517_15510_R","10959","6","4535"
"15517_15510_R","10961","7","4535"
"15517_15510_R","9628","8","4535"
"15517_15510_R","32502","9","4535"
"15519_15479_R","10956","1","4535"
"15519_15479_R","32494","2","4535"
"15519_15479_R","11365","3","4535"
"15519_15479_R","7890","4","4535"
"15519_15479_R","7613","5","4535"
"15520_15495_R","10326","1","4535"
"15520_15495_R","25495","2","4535"
"15520_15495_R","10999","3","4535"
"15520_15495_R","26724","4","4535"
"15520_15495_R","26790","5","4535"
"15520_15495_R","11009","6","4535"
"15520_15495_R","11006","7","4535"
"15520_15495_R","32369","8","4535"
"15520_15495_R","28500","9","4535"
"15521_15515_R","10326","1","4535"
"15521_15515_R","10987","2","4535"
