res_code,prescribing_text_id,pt_position,schedule_code
"14089_14147_R","26199","13","4535"
"14090_14088_R","16770","1","4535"
"14090_14088_R","11365","2","4535"
"14090_14088_R","11189","3","4535"
"14090_14088_R","21408","4","4535"
"14090_14088_R","16783","5","4535"
"14090_14088_R","30619","6","4535"
"14090_14088_R","30620","7","4535"
"14090_14088_R","30640","8","4535"
"14090_14088_R","30621","9","4535"
"14090_14088_R","26198","10","4535"
"14090_14088_R","25993","11","4535"
"14090_14088_R","26199","12","4535"
"14090_14088_R","30623","13","4535"
"14092_14162_R","10086","1","4535"
"14092_14162_R","10089","2","4535"
"14092_14162_R","24059","3","4535"
"14092_14162_R","30684","4","4535"
"14092_14162_R","10405","5","4535"
"14092_14162_R","8116","6","4535"
"14092_14162_R","10415","7","4535"
"14092_14162_R","10416","8","4535"
"14092_14162_R","30685","9","4535"
"14092_14162_R","30686","10","4535"
"14092_14162_R","30687","11","4535"
"14092_14162_R","10419","12","4535"
"14092_14162_R","30688","13","4535"
"14092_14162_R","30708","14","4535"
"14092_14162_R","30709","15","4535"
"14092_14162_R","26614","16","4535"
"14092_14162_R","10422","17","4535"
"14095_14082_R","10086","1","4535"
"14095_14082_R","10112","2","4535"
"14095_14082_R","23622","3","4535"
"14095_14082_R","11189","4","4535"
"14095_14082_R","10456","5","4535"
"14095_14082_R","30543","6","4535"
"14095_14082_R","30544","7","4535"
"14095_14082_R","30704","8","4535"
"14095_14082_R","26198","9","4535"
"14095_14082_R","26614","10","4535"
"14095_14082_R","24609","11","4535"
"14095_14082_R","30545","12","4535"
"14096_14096_R","28219","1","4535"
"14096_14096_R","28221","2","4535"
"14096_14096_R","28223","3","4535"
"14096_14096_R","28227","4","4535"
"14096_14096_R","28224","5","4535"
"14097_14097_R","30739","1","4535"
"14097_14097_R","29340","2","4535"
"14097_14097_R","30741","3","4535"
"14097_14097_R","30743","4","4535"
"14097_14097_R","30745","5","4535"
"14097_14097_R","29346","6","4535"
"14097_14097_R","29348","7","4535"
"14097_14097_R","30747","8","4535"
"14097_14097_R","30749","9","4535"
"14097_14097_R","30751","10","4535"
"14100_14129_R","15647","1","4535"
"14100_14129_R","20066","2","4535"
"14100_14129_R","30725","3","4535"
"14100_14129_R","15649","4","4535"
"14100_14129_R","29770","5","4535"
"14100_14129_R","29771","6","4535"
"14100_14129_R","28500","7","4535"
"14102_9477_R","10086","1","4535"
"14102_9477_R","10089","2","4535"
"14102_9477_R","24665","3","4535"
"14102_9477_R","24327","4","4535"
"14106_14063_R","10086","1","4535"
"14106_14063_R","10089","2","4535"
"14106_14063_R","23598","3","4535"
"14106_14063_R","24600","4","4535"
"14106_14063_R","30690","5","4535"
"14106_14063_R","10405","6","4535"
"14106_14063_R","30692","7","4535"
"14106_14063_R","24603","8","4535"
"14106_14063_R","27679","9","4535"
"14106_14063_R","30693","10","4535"
"14106_14063_R","30639","11","4535"
"14106_14063_R","26198","12","4535"
"14106_14063_R","26614","13","4535"
"14110_14154_R","10086","1","4535"
"14110_14154_R","10112","2","4535"
"14110_14154_R","23622","3","4535"
"14110_14154_R","11189","4","4535"
"14110_14154_R","10456","5","4535"
"14110_14154_R","30543","6","4535"
"14110_14154_R","30544","7","4535"
"14110_14154_R","10575","8","4535"
"14110_14154_R","26198","9","4535"
"14110_14154_R","26614","10","4535"
"14110_14154_R","24609","11","4535"
"14110_14154_R","30545","12","4535"
"14111_14068_R","10086","1","4535"
"14111_14068_R","10089","2","4535"
"14111_14068_R","22219","3","4535"
"14111_14068_R","24295","4","4535"
"14111_14068_R","10405","5","4535"
"14111_14068_R","30543","6","4535"
"14111_14068_R","10559","7","4535"
"14111_14068_R","30689","8","4535"
"14111_14068_R","26198","9","4535"
"14111_14068_R","26614","10","4535"
"14111_14068_R","30702","11","4535"
"14111_14068_R","30545","12","4535"
"14114_10570_R","16770","1","4535"
"14114_10570_R","24694","2","4535"
"14114_10570_R","26166","3","4535"
"14114_10570_R","16783","4","4535"
"14115_9417_R","10086","1","4535"
"14115_9417_R","10089","2","4535"
"14115_9417_R","24606","3","4535"
"14115_9417_R","8092","4","4535"
"14116_14145_R","10086","1","4535"
"14116_14145_R","10089","2","4535"
"14116_14145_R","22219","3","4535"
"14116_14145_R","24295","4","4535"
"14116_14145_R","10405","5","4535"
"14116_14145_R","30543","6","4535"
"14116_14145_R","30708","7","4535"
"14116_14145_R","24297","8","4535"
"14116_14145_R","26198","9","4535"
"14116_14145_R","26614","10","4535"
"14116_14145_R","24596","11","4535"
"14116_14145_R","30545","12","4535"
"14117_14093_R","16770","1","4535"
"14117_14093_R","11365","2","4535"
"14117_14093_R","11189","3","4535"
"14117_14093_R","21408","4","4535"
"14117_14093_R","16783","5","4535"
"14117_14093_R","30619","6","4535"
"14117_14093_R","30620","7","4535"
"14117_14093_R","30621","8","4535"
"14117_14093_R","30622","9","4535"
"14117_14093_R","26198","10","4535"
"14117_14093_R","25993","11","4535"
"14117_14093_R","26199","12","4535"
"14117_14093_R","30623","13","4535"
"14118_14080_R","16770","1","4535"
"14118_14080_R","24059","2","4535"
"14118_14080_R","17866","3","4535"
"14118_14080_R","10405","4","4535"
"14118_14080_R","8116","5","4535"
"14118_14080_R","16783","6","4535"
"14118_14080_R","30628","7","4535"
"14118_14080_R","30629","8","4535"
"14118_14080_R","16787","9","4535"
"14118_14080_R","21411","10","4535"
"14118_14080_R","10415","11","4535"
"14118_14080_R","10416","12","4535"
"14118_14080_R","30630","13","4535"
"14118_14080_R","30631","14","4535"
"14118_14080_R","25957","15","4535"
"14118_14080_R","30632","16","4535"
"14118_14080_R","30633","17","4535"
"14119_14164_R","10086","1","4535"
"14119_14164_R","10112","2","4535"
"14119_14164_R","23622","3","4535"
"14119_14164_R","11189","4","4535"
"14119_14164_R","10456","5","4535"
"14119_14164_R","30543","6","4535"
"14119_14164_R","30544","7","4535"
"14119_14164_R","30704","8","4535"
"14119_14164_R","26198","9","4535"
"14119_14164_R","26614","10","4535"
"14119_14164_R","24609","11","4535"
"14119_14164_R","30545","12","4535"
"14120_14085_R","16770","1","4535"
"14120_14085_R","11365","2","4535"
"14120_14085_R","24686","3","4535"
"14120_14085_R","30636","4","4535"
"14120_14085_R","10405","5","4535"
"14120_14085_R","16783","6","4535"
"14120_14085_R","8116","7","4535"
"14120_14085_R","30638","8","4535"
"14120_14085_R","30634","9","4535"
"14120_14085_R","24691","10","4535"
"14120_14085_R","30660","11","4535"
"14120_14085_R","30639","12","4535"
"14120_14085_R","26198","13","4535"
"14120_14085_R","26199","14","4535"
"14122_10560_R","16770","1","4535"
"14122_10560_R","24694","2","4535"
"14122_10560_R","26166","3","4535"
"14122_10560_R","16783","4","4535"
"14125_14099_R","15647","1","4535"
"14125_14099_R","20066","2","4535"
"14125_14099_R","30720","3","4535"
"14125_14099_R","15649","4","4535"
"14125_14099_R","29770","5","4535"
"14125_14099_R","16653","6","4535"
"14125_14099_R","16644","7","4535"
"14125_14099_R","29771","8","4535"
"14125_14099_R","28500","9","4535"
"14128_14127_R","15647","1","4535"
"14128_14127_R","20066","2","4535"
"14128_14127_R","15649","3","4535"
"14128_14127_R","30726","4","4535"
"14128_14127_R","29781","5","4535"
"14128_14127_R","30728","6","4535"
"14128_14127_R","28500","7","4535"
"14130_14130_R","15647","1","4535"
"14130_14130_R","20066","2","4535"
"14130_14130_R","30717","3","4535"
"14130_14130_R","20078","4","4535"
"14130_14130_R","15649","5","4535"
"14130_14130_R","29838","6","4535"
"14130_14130_R","30718","7","4535"
"14130_14130_R","28848","8","4535"
"14130_14130_R","29803","9","4535"
"14130_14130_R","11193","10","4535"
"14130_14130_R","28755","11","4535"
"14133_14166_R","10086","1","4535"
"14133_14166_R","10089","2","4535"
"14133_14166_R","22219","3","4535"
"14133_14166_R","24295","4","4535"
"14133_14166_R","30543","5","4535"
"14133_14166_R","24317","6","4535"
"14133_14166_R","30689","7","4535"
"14133_14166_R","26198","8","4535"
"14133_14166_R","26614","9","4535"
"14133_14166_R","24596","10","4535"
"14133_14166_R","30545","11","4535"
"14134_14104_R","10086","1","4535"
"14134_14104_R","10112","2","4535"
"14134_14104_R","23622","3","4535"
"14134_14104_R","11189","4","4535"
"14134_14104_R","24329","5","4535"
"14134_14104_R","10456","6","4535"
"14134_14104_R","30543","7","4535"
"14134_14104_R","30544","8","4535"
"14134_14104_R","26198","9","4535"
"14134_14104_R","26614","10","4535"
"14134_14104_R","24609","11","4535"
"14134_14104_R","30545","12","4535"
"14135_14135_R","13111","1","4535"
"14135_14135_R","14832","2","4535"
"14135_14135_R","9143","3","4535"
"14135_14135_R","16935","4","4535"
"14135_14135_R","30337","5","4535"
"14135_14135_R","30582","6","4535"
"14135_14135_R","30584","7","4535"
"14135_14135_R","30586","8","4535"
"14135_14135_R","30588","9","4535"
"14135_14135_R","30590","10","4535"
"14135_14135_R","14825","11","4535"
"14135_14135_R","14831","12","4535"
"14135_14135_R","30339","13","4535"
"14135_14135_R","30592","14","4535"
"14135_14135_R","14860","15","4535"
"14137_14155_R","10086","1","4535"
"14137_14155_R","10112","2","4535"
"14137_14155_R","23622","3","4535"
"14137_14155_R","11189","4","4535"
"14137_14155_R","10456","5","4535"
"14137_14155_R","30543","6","4535"
"14137_14155_R","30544","7","4535"
"14137_14155_R","10575","8","4535"
"14137_14155_R","26198","9","4535"
"14137_14155_R","26614","10","4535"
"14137_14155_R","24609","11","4535"
"14137_14155_R","30545","12","4535"
"14143_14091_R","16770","1","4535"
"14143_14091_R","24681","2","4535"
"14143_14091_R","24683","3","4535"
"14143_14091_R","10405","4","4535"
"14143_14091_R","8116","5","4535"
"14143_14091_R","16783","6","4535"
"14143_14091_R","30619","7","4535"
"14143_14091_R","30660","8","4535"
"14143_14091_R","30634","9","4535"
"14143_14091_R","30635","10","4535"
"14143_14091_R","26198","11","4535"
"14143_14091_R","26199","12","4535"
"14143_14091_R","30623","13","4535"
"14146_14179_R","16770","1","4535"
"14146_14179_R","11365","2","4535"
"14146_14179_R","11189","3","4535"
"14146_14179_R","21408","4","4535"
"14146_14179_R","16783","5","4535"
"14146_14179_R","30619","6","4535"
"14146_14179_R","30620","7","4535"
"14146_14179_R","30621","8","4535"
"14146_14179_R","30622","9","4535"
"14146_14179_R","26198","10","4535"
"14146_14179_R","25993","11","4535"
"14146_14179_R","26199","12","4535"
"14146_14179_R","30623","13","4535"
"14151_14153_R","10086","1","4535"
"14151_14153_R","10089","2","4535"
"14151_14153_R","23598","3","4535"
"14151_14153_R","24600","4","4535"
"14151_14153_R","30690","5","4535"
"14151_14153_R","30692","6","4535"
"14151_14153_R","24603","7","4535"
"14151_14153_R","24317","8","4535"
"14151_14153_R","30703","9","4535"
"14151_14153_R","30639","10","4535"
"14151_14153_R","26198","11","4535"
"14151_14153_R","26614","12","4535"
"14152_14103_R","10086","1","4535"
"14152_14103_R","10089","2","4535"
"14152_14103_R","24059","3","4535"
"14152_14103_R","30684","4","4535"
"14152_14103_R","8116","5","4535"
"14152_14103_R","10415","6","4535"
"14152_14103_R","10416","7","4535"
"14152_14103_R","30685","8","4535"
"14152_14103_R","30686","9","4535"
"14152_14103_R","30687","10","4535"
"14152_14103_R","10419","11","4535"
"14152_14103_R","30688","12","4535"
"14152_14103_R","24317","13","4535"
"14152_14103_R","25957","14","4535"
"14152_14103_R","26614","15","4535"
"14152_14103_R","10422","16","4535"
"14152_14103_R","26615","17","4535"
"14163_14175_R","16770","1","4535"
"14163_14175_R","24681","2","4535"
"14163_14175_R","24683","3","4535"
"14163_14175_R","10405","4","4535"
"14163_14175_R","8116","5","4535"
"14163_14175_R","16783","6","4535"
"14163_14175_R","30619","7","4535"
"14163_14175_R","30634","8","4535"
"14163_14175_R","30635","9","4535"
"14163_14175_R","26198","10","4535"
"14163_14175_R","26199","11","4535"
"14163_14175_R","30623","12","4535"
"14165_14094_R","16770","1","4535"
"14165_14094_R","24059","2","4535"
"14165_14094_R","17866","3","4535"
"14165_14094_R","10405","4","4535"
"14165_14094_R","8116","5","4535"
"14165_14094_R","16783","6","4535"
"14165_14094_R","30628","7","4535"
"14165_14094_R","30629","8","4535"
"14165_14094_R","16787","9","4535"
"14165_14094_R","21411","10","4535"
"14165_14094_R","10415","11","4535"
"14165_14094_R","10416","12","4535"
"14165_14094_R","30630","13","4535"
"14165_14094_R","30631","14","4535"
"14165_14094_R","30659","15","4535"
"14165_14094_R","30634","16","4535"
"14165_14094_R","25957","17","4535"
"14167_14107_R","10086","1","4535"
"14167_14107_R","10112","2","4535"
"14167_14107_R","23622","3","4535"
"14167_14107_R","11189","4","4535"
"14167_14107_R","10456","5","4535"
"14167_14107_R","30543","6","4535"
"14167_14107_R","30544","7","4535"
"14167_14107_R","26198","8","4535"
"14167_14107_R","26614","9","4535"
"14167_14107_R","24609","10","4535"
"14167_14107_R","30545","11","4535"
"14172_14180_R","9277","1","4535"
"14172_14180_R","30730","2","4535"
"14173_9180_R","24140","1","4535"
"14173_9180_R","24142","2","4535"
"14173_9180_R","11365","3","4535"
"14173_9180_R","24200","4","4535"
"14176_14124_R","15684","1","4535"
"14176_14124_R","15689","2","4535"
"14176_14124_R","28223","3","4535"
"14181_14121_R","16770","1","4535"
"14181_14121_R","11365","2","4535"
"14181_14121_R","24686","3","4535"
"14181_14121_R","30636","4","4535"
"14181_14121_R","10405","5","4535"
"14181_14121_R","16783","6","4535"
"14181_14121_R","8116","7","4535"
"14181_14121_R","30638","8","4535"
"14181_14121_R","30634","9","4535"
"14181_14121_R","24691","10","4535"
"14181_14121_R","30639","11","4535"
"14181_14121_R","26198","12","4535"
"14181_14121_R","26199","13","4535"
"14183_14183_R","13111","1","4535"
"14183_14183_R","14832","2","4535"
"14183_14183_R","30337","3","4535"
"14183_14183_R","30343","4","4535"
"14183_14183_R","30345","5","4535"
"14183_14183_R","30580","6","4535"
"14183_14183_R","14825","7","4535"
"14183_14183_R","14860","8","4535"
"14193_14217_R","22964","1","4535"
"14193_14217_R","24315","2","4535"
"14193_14217_R","25998","3","4535"
"14193_14217_R","22985","4","4535"
"14193_14217_R","28500","5","4535"
"14197_14197_R","30879","1","4535"
"14197_14197_R","11365","2","4535"
"14197_14197_R","21513","3","4535"
"14197_14197_R","23299","4","4535"
"14197_14197_R","24030","5","4535"
"14203_14195_R","24140","1","4535"
"14203_14195_R","24142","2","4535"
"14203_14195_R","24144","3","4535"
"14203_14195_R","24148","4","4535"
"14203_14195_R","24150","5","4535"
"14203_14195_R","30911","6","4535"
"14203_14195_R","24155","7","4535"
"14203_14195_R","24200","8","4535"
"14203_14195_R","24157","9","4535"
"14203_14195_R","24201","10","4535"
"14203_14195_R","30794","11","4535"
"14203_14195_R","28848","12","4535"
"14204_14196_R","30879","1","4535"
"14204_14196_R","20223","2","4535"
"14204_14196_R","10217","3","4535"
"14204_14196_R","23299","4","4535"
"14204_14196_R","30881","5","4535"
"14204_14196_R","24030","6","4535"
"14206_9431_R","11166","1","4535"
"14206_9431_R","11196","2","4535"
"14206_9431_R","10472","3","4535"
"14206_9431_R","21932","4","4535"
"14206_9431_R","28500","5","4535"
"14215_10434_R","22964","1","4535"
"14215_10434_R","26002","2","4535"
"14215_10434_R","26000","3","4535"
"14215_10434_R","22985","4","4535"
"14215_10434_R","28500","5","4535"
"14219_14202_R","8702","1","4535"
"14219_14202_R","12247","2","4535"
"14223_9429_R","11166","1","4535"
"14223_9429_R","24315","2","4535"
"14223_9429_R","8092","3","4535"
"14223_9429_R","21932","4","4535"
"14223_9429_R","28500","5","4535"
"14227_14228_R","10826","1","4535"
"14227_14228_R","30503","2","4535"
"14227_14228_R","10828","3","4535"
"14232_14274_R","8072","1","4535"
"14232_14274_R","30503","2","4535"
"14232_14274_R","8002","3","4535"
"14232_14274_R","8008","4","4535"
"14232_14274_R","8004","5","4535"
"14232_14274_R","7729","6","4535"
"14232_14274_R","19001","7","4535"
"14233_14234_R","7984","1","4535"
"14233_14234_R","30503","2","4535"
"14233_14234_R","7986","3","4535"
"14233_14234_R","7989","4","4535"
"14233_14234_R","8008","5","4535"
"14233_14234_R","7990","6","4535"
"14233_14234_R","19002","7","4535"
"14238_14238_R","30501","1","4535"
"14241_14309_R","7984","1","4535"
"14241_14309_R","30503","2","4535"
"14241_14309_R","7986","3","4535"
"14241_14309_R","7989","4","4535"
"14241_14309_R","8008","5","4535"
"14241_14309_R","7990","6","4535"
"14241_14309_R","19002","7","4535"
"14243_14244_R","8286","1","4535"
"14243_14244_R","8299","2","4535"
"14243_14244_R","8275","3","4535"
"14243_14244_R","30503","4","4535"
"14243_14244_R","8277","5","4535"
"14243_14244_R","9735","6","4535"
"14247_14246_R","8286","1","4535"
"14247_14246_R","9706","2","4535"
"14247_14246_R","30503","3","4535"
"14247_14246_R","9708","4","4535"
"14247_14246_R","9710","5","4535"
"14248_14280_R","8286","1","4535"
"14248_14280_R","8275","2","4535"
"14248_14280_R","30503","3","4535"
"14248_14280_R","8277","4","4535"
"14248_14280_R","9740","5","4535"
"14256_14255_R","8275","1","4535"
"14256_14255_R","30503","2","4535"
"14256_14255_R","8277","3","4535"
"14256_14255_R","9787","4","4535"
"14261_14235_R","7992","1","4535"
"14261_14235_R","30503","2","4535"
"14261_14235_R","8006","3","4535"
"14261_14235_R","8018","4","4535"
"14261_14235_R","8008","5","4535"
"14261_14235_R","7999","6","4535"
"14261_14235_R","19002","7","4535"
"14262_14263_R","8000","1","4535"
"14262_14263_R","30503","2","4535"
"14262_14263_R","8002","3","4535"
"14262_14263_R","8008","4","4535"
"14262_14263_R","8004","5","4535"
"14262_14263_R","7729","6","4535"
"14262_14263_R","19001","7","4535"
"14271_14272_R","8275","1","4535"
"14271_14272_R","30503","2","4535"
"14271_14272_R","8277","3","4535"
"14271_14272_R","9481","4","4535"
"14273_14311_R","8275","1","4535"
"14273_14311_R","30503","2","4535"
"14273_14311_R","8277","3","4535"
"14273_14311_R","9787","4","4535"
"14273_14311_R","9789","5","4535"
"14277_14242_R","7992","1","4535"
"14277_14242_R","30503","2","4535"
"14277_14242_R","8006","3","4535"
"14277_14242_R","8018","4","4535"
"14277_14242_R","8008","5","4535"
"14277_14242_R","7999","6","4535"
"14277_14242_R","19002","7","4535"
"14278_14291_R","8000","1","4535"
"14278_14291_R","30503","2","4535"
"14278_14291_R","8002","3","4535"
"14278_14291_R","8008","4","4535"
"14278_14291_R","8004","5","4535"
"14278_14291_R","7729","6","4535"
"14278_14291_R","19001","7","4535"
"14279_14245_R","8286","1","4535"
"14279_14245_R","8275","2","4535"
"14279_14245_R","30503","3","4535"
"14279_14245_R","8277","4","4535"
"14279_14245_R","9704","5","4535"
"14285_14254_R","9421","1","4535"
"14285_14254_R","30503","2","4535"
"14285_14254_R","18426","3","4535"
"14285_14254_R","18428","4","4535"
"14285_14254_R","27172","5","4535"
"14285_14254_R","20732","6","4535"
"14285_14254_R","20734","7","4535"
"14286_14322_R","14335","1","4535"
"14286_14322_R","30503","2","4535"
"14286_14322_R","14644","3","4535"
"14288_14289_R","8275","1","4535"
"14288_14289_R","30503","2","4535"
"14288_14289_R","13928","3","4535"
"14292_14267_R","8286","1","4535"
"14292_14267_R","8275","2","4535"
"14292_14267_R","30503","3","4535"
"14292_14267_R","8277","4","4535"
"14292_14267_R","9780","5","4535"
"14292_14267_R","8295","6","4535"
"14293_14305_R","7841","1","4535"
"14293_14305_R","30503","2","4535"
"14294_14257_R","8275","1","4535"
"14294_14257_R","30503","2","4535"
"14294_14257_R","8277","3","4535"
"14294_14257_R","9815","4","4535"
"14295_14319_R","13748","1","4535"
"14295_14319_R","30503","2","4535"
"14295_14319_R","8150","3","4535"
"14295_14319_R","8621","4","4535"
"14307_14231_R","13689","1","4535"
"14307_14231_R","30503","2","4535"
"14314_14287_R","13688","1","4535"
"14314_14287_R","30503","2","4535"
"14315_14296_R","13690","1","4535"
"14315_14296_R","30503","2","4535"
"14316_14275_R","12567","1","4535"
"14316_14275_R","30503","2","4535"
"14316_14275_R","9227","3","4535"
"14321_14259_R","8000","1","4535"
"14321_14259_R","30503","2","4535"
"14321_14259_R","8002","3","4535"
"14321_14259_R","8004","4","4535"
"14321_14259_R","7729","5","4535"
"14323_14323_R","14902","1","4535"
"14323_14323_R","11365","2","4535"
"14323_14323_R","30930","3","4535"
"14323_14323_R","30918","4","4535"
"14323_14323_R","30933","5","4535"
"14324_14324_R","30759","1","4535"
"14324_14324_R","30762","2","4535"
"14324_14324_R","30764","3","4535"
"14324_14324_R","27964","4","4535"
"14324_14324_R","20699","5","4535"
"14324_14324_R","30766","6","4535"
"14324_14324_R","30769","7","4535"
"14324_14324_R","29861","8","4535"
"14328_14342_R","24538","1","4535"
"14328_14342_R","30842","2","4535"
"14328_14342_R","30844","3","4535"
"14328_14342_R","30846","4","4535"
"14328_14342_R","30848","5","4535"
"14328_14342_R","30893","6","4535"
"14328_14342_R","30852","7","4535"
"14329_14327_R","24538","1","4535"
"14329_14327_R","11365","2","4535"
"14329_14327_R","30848","3","4535"
"14329_14327_R","30899","4","4535"
"14329_14327_R","30860","5","4535"
"14331_5743_R","7842","1","4535"
"14331_5743_R","7844","2","4535"
"14331_5743_R","7846","3","4535"
"14332_14332_R","14902","1","4535"
"14332_14332_R","30920","2","4535"
"14332_14332_R","30922","3","4535"
"14332_14332_R","30924","4","4535"
"14332_14332_R","30927","5","4535"
"14332_14332_R","30918","6","4535"
"14332_14332_R","30925","7","4535"
"14332_14332_R","30928","8","4535"
"14334_14346_R","17770","1","4535"
"14334_14346_R","28166","2","4535"
"14334_14346_R","14393","3","4535"
"14334_14346_R","28170","4","4535"
"14334_14346_R","17702","5","4535"
"14334_14346_R","21012","6","4535"
"14334_14346_R","30939","7","4535"
"14335_5618_R","7842","1","4535"
"14335_5618_R","7844","2","4535"
"14335_5618_R","7846","3","4535"
"14337_14337_R","17770","1","4535"
"14337_14337_R","30953","2","4535"
"14337_14337_R","30939","3","4535"
"14337_14337_R","28773","4","4535"
"14337_14337_R","30956","5","4535"
"14338_14338_R","14902","1","4535"
"14338_14338_R","11365","2","4535"
"14338_14338_R","30915","3","4535"
"14338_14338_R","30918","4","4535"
"14339_14326_R","10943","1","4535"
"14339_14326_R","21012","2","4535"
"14339_14326_R","8594","3","4535"
"14339_14326_R","10947","4","4535"
"14339_14326_R","30939","5","4535"
"14339_14326_R","17650","6","4535"
"14347_14340_R","17770","1","4535"
"14347_14340_R","30953","2","4535"
"14347_14340_R","30939","3","4535"
"14347_14340_R","26594","4","4535"
"14351_14437_R","8050","1","4535"
"14351_14437_R","22219","2","4535"
"14351_14437_R","23016","3","4535"
"14351_14437_R","24295","4","4535"
"14351_14437_R","16764","5","4535"
"14351_14437_R","21408","6","4535"
"14351_14437_R","27771","7","4535"
"14351_14437_R","8052","8","4535"
"14351_14437_R","24057","9","4535"
"14351_14437_R","22873","10","4535"
"14351_14437_R","25769","11","4535"
"14351_14437_R","23934","12","4535"
"14351_14437_R","27639","13","4535"
"14351_14437_R","23935","14","4535"
"14351_14437_R","23943","15","4535"
"14351_14437_R","28584","16","4535"
"14352_14374_R","8050","1","4535"
"14352_14374_R","16790","2","4535"
"14352_14374_R","23582","3","4535"
"14352_14374_R","31031","4","4535"
"14352_14374_R","16764","5","4535"
"14352_14374_R","21408","6","4535"
"14352_14374_R","27771","7","4535"
"14352_14374_R","8052","8","4535"
"14352_14374_R","31032","9","4535"
"14352_14374_R","31033","10","4535"
"14352_14374_R","31034","11","4535"
"14352_14374_R","26388","12","4535"
"14352_14374_R","16804","13","4535"
"14352_14374_R","27641","14","4535"
"14352_14374_R","25769","15","4535"
"14352_14374_R","23934","16","4535"
"14352_14374_R","23935","17","4535"
"14352_14374_R","31035","18","4535"
"14352_14374_R","28584","19","4535"
"14353_14375_R","8050","1","4535"
"14353_14375_R","23622","2","4535"
"14353_14375_R","11189","3","4535"
"14353_14375_R","16764","4","4535"
"14353_14375_R","11786","5","4535"
"14353_14375_R","27771","6","4535"
"14353_14375_R","8052","7","4535"
"14353_14375_R","24057","8","4535"
"14353_14375_R","26389","9","4535"
"14353_14375_R","26394","10","4535"
"14353_14375_R","23934","11","4535"
"14353_14375_R","23935","12","4535"
"14353_14375_R","23943","13","4535"
"14353_14375_R","28584","14","4535"
"14354_10807_R","8050","1","4535"
"14354_10807_R","17434","2","4535"
"14354_10807_R","16764","3","4535"
"14354_10807_R","17431","4","4535"
"14354_10807_R","8052","5","4535"
"14354_10807_R","28500","6","4535"
"14361_14362_R","26671","1","4535"
"14361_14362_R","31125","2","4535"
"14361_14362_R","28685","3","4535"
"14365_14366_R","19043","1","4535"
"14365_14366_R","26679","2","4535"
"14365_14366_R","31045","3","4535"
"14365_14366_R","28500","4","4535"
"14369_14421_R","29499","1","4535"
"14369_14421_R","31132","2","4535"
"14369_14421_R","29519","3","4535"
"14369_14421_R","29508","4","4535"
"14369_14421_R","28901","5","4535"
"14369_14421_R","27583","6","4535"
"14369_14421_R","22105","7","4535"
"14369_14421_R","31128","8","4535"
"14369_14421_R","31126","9","4535"
"14369_14421_R","28500","10","4535"
"14371_14372_R","26577","1","4535"
"14371_14372_R","26575","2","4535"
"14371_14372_R","22123","3","4535"
"14371_14372_R","27604","4","4535"
"14371_14372_R","27580","5","4535"
"14371_14372_R","22104","6","4535"
"14371_14372_R","27587","7","4535"
"14371_14372_R","28901","8","4535"
"14371_14372_R","22083","9","4535"
"14371_14372_R","22084","10","4535"
"14371_14372_R","22085","11","4535"
"14371_14372_R","22086","12","4535"
"14371_14372_R","22105","13","4535"
"14371_14372_R","26600","14","4535"
"14371_14372_R","31116","15","4535"
"14371_14372_R","31117","16","4535"
"14373_14448_R","8050","1","4535"
"14373_14448_R","23598","2","4535"
"14373_14448_R","23945","3","4535"
"14373_14448_R","23947","4","4535"
"14373_14448_R","16764","5","4535"
"14373_14448_R","21408","6","4535"
"14373_14448_R","27771","7","4535"
"14373_14448_R","8052","8","4535"
"14373_14448_R","26387","9","4535"
"14373_14448_R","16804","10","4535"
"14373_14448_R","27643","11","4535"
"14373_14448_R","25769","12","4535"
"14373_14448_R","23934","13","4535"
"14373_14448_R","23935","14","4535"
"14373_14448_R","28584","15","4535"
"14379_14377_R","8050","1","4535"
"14379_14377_R","16694","2","4535"
"14379_14377_R","23582","3","4535"
"14379_14377_R","31031","4","4535"
"14379_14377_R","16764","5","4535"
"14379_14377_R","10405","6","4535"
"14379_14377_R","27771","7","4535"
"14379_14377_R","8052","8","4535"
"14379_14377_R","31032","9","4535"
"14379_14377_R","31033","10","4535"
"14379_14377_R","31034","11","4535"
"14379_14377_R","26386","12","4535"
"14379_14377_R","27620","13","4535"
"14379_14377_R","27253","14","4535"
"14379_14377_R","23934","15","4535"
"14379_14377_R","23935","16","4535"
"14379_14377_R","27130","17","4535"
"14379_14377_R","31035","18","4535"
"14379_14377_R","28584","19","4535"
"14380_14378_R","8050","1","4535"
"14380_14378_R","16790","2","4535"
"14380_14378_R","23582","3","4535"
"14380_14378_R","31031","4","4535"
"14380_14378_R","16764","5","4535"
"14380_14378_R","10405","6","4535"
"14380_14378_R","27771","7","4535"
"14380_14378_R","8052","8","4535"
"14380_14378_R","31032","9","4535"
"14380_14378_R","31033","10","4535"
"14380_14378_R","31034","11","4535"
"14380_14378_R","26388","12","4535"
"14380_14378_R","27641","13","4535"
"14380_14378_R","27253","14","4535"
"14380_14378_R","16804","15","4535"
"14380_14378_R","23934","16","4535"
"14380_14378_R","23935","17","4535"
"14380_14378_R","27130","18","4535"
"14380_14378_R","31035","19","4535"
"14380_14378_R","28584","20","4535"
"14381_14399_R","8050","1","4535"
"14381_14399_R","16790","2","4535"
"14381_14399_R","23582","3","4535"
"14381_14399_R","31031","4","4535"
"14381_14399_R","16764","5","4535"
"14381_14399_R","10405","6","4535"
